Protein	EchoBASE ID,,Gene Name,,Subcellular Location,,Predicted Molecular weight (Da),,Number of TMH (HMMTOP/TMHMM),,Signal Peptide Cleavage Prob,,Function
Q4J9Y9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J9Z4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J9Z5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J9Z9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA04	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA16	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA18	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA34	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA51	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA53	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA54	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA55	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA60	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA69	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA78	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA88	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA89	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA92	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA96	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JA97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAA2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAA8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAB9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAG4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAG7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAH1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAI1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAI6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAI8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAJ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAJ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAJ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAK0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAL4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAQ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAQ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAR0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAS0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAS8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAT0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAT8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAU0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAU3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAU7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAX3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAY0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAY3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAY7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAZ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAZ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAZ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JAZ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB03	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB04	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB05	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB06	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB20	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB32	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB33	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB77	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB84	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB88	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JB97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBA2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBB6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBB9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBC2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBC6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBG0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBH0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBH1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBI8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBI9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBJ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBJ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBM5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBN2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBP0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBR0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBR8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBT0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBT5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBT8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBU7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBV6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBV7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBV8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBW3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBW4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBX3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBY2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JBZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC03	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC15	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC42	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC44	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC46	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC51	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC60	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC70	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC77	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC78	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC84	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC96	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JC98	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCA3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCB4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCB8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCC1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCC2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCD0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCD4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCH4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCI0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCI9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCJ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCJ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCJ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCL2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCM5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCM8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4JCP8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50294	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50314	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50331	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50365	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50699	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q50732	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q51485	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q51487	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q51567	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q52150	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q52905	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q53874	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q53WA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q53WF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
