Protein	Genome ID,,Description,,# HIT
Q5HF16	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF23	N/A,,N/A,,N/A
Q5HF24	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF31	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF35	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF42	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF73	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF76	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF90	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HF97	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFA2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFA4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFA8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFB9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFC4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFC8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFD7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFE5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFE6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFF2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFH5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFI0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFI1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFI7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFJ5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFJ9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFK3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFK9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFM3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFM4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFR2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFS5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFU2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFV0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFV4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFV7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HFX8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG06	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG07	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG66	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG69	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG77	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HG86	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGC3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGF7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGG2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGH4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGH6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGI6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGI7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGK2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGK9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGL4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGN8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGP5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGP8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGP9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGQ5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGV5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGY8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGY9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGZ0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HGZ1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH02	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH21	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH25	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH38	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH78	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH86	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HH88	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHA2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHB0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHC2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHC7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHG0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHG4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHH4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHP1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHP3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHP5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHR0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHR8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHS7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HHY2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HI51	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HI88	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HI89	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIA5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIC2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIC7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIC8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIC9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HID2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HID3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HID7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HID8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIE7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIF2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIF5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIF7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIH4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIH8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIJ5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIJ8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIQ7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIS8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HIT8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJ86	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJI0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJM9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJR8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJU7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJZ0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HJZ6	N/A,,N/A,,N/A
Q5SH27	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SH98	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SHB2	N/A,,N/A,,N/A
Q5SHD1	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SHF7	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SHQ9	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SHV2	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SI56	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SI59	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SI61	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SIE6	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SIH4	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SIL2	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SIY7	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJ45	N/A,,N/A,,N/A
Q5SJ72	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJ94	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJB8	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJC3	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJE8	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJE9	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SJP2	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SK59	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKC3	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKH7	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKH9	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKJ3	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKV1	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKV6	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKV7	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKV9	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SKW6	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SL35	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SL36	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SLE0	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SLM2	N/A,,N/A,,N/A
Q5SM04	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SM05	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SM21	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5SM27	AP008226,,Deinococcus-Thermus : Thermus thermophilus HB8,,47 sequence(s)
Q5W264	N/A,,N/A,,N/A
Q6MWW6	N/A,,N/A,,N/A
Q6MWW7	N/A,,N/A,,N/A
Q6MWZ4	N/A,,N/A,,N/A
Q6MWZ8	N/A,,N/A,,N/A
Q6MX13	N/A,,N/A,,N/A
Q6MX17	N/A,,N/A,,N/A
Q6MX28	N/A,,N/A,,N/A
Q6MX43	N/A,,N/A,,N/A
Q6N0G2	N/A,,N/A,,N/A
Q6N0G9	N/A,,N/A,,N/A
Q6N0K2	N/A,,N/A,,N/A
Q6N0L2	N/A,,N/A,,N/A
Q6N0T2	N/A,,N/A,,N/A
Q6N122	N/A,,N/A,,N/A
Q6N184	N/A,,N/A,,N/A
Q6N205	N/A,,N/A,,N/A
Q6N2W9	N/A,,N/A,,N/A
Q6N387	N/A,,N/A,,N/A
Q6N4H8	N/A,,N/A,,N/A
Q6N4I2	N/A,,N/A,,N/A
Q6N4Q4	N/A,,N/A,,N/A
Q6N4Y2	N/A,,N/A,,N/A
Q6N4Z3	N/A,,N/A,,N/A
Q6N5C3	N/A,,N/A,,N/A
Q6N5C6	N/A,,N/A,,N/A
Q6N5H3	N/A,,N/A,,N/A
Q6N5J7	N/A,,N/A,,N/A
Q6N5K7	N/A,,N/A,,N/A
Q6N5M1	N/A,,N/A,,N/A
Q6N5Q2	N/A,,N/A,,N/A
Q6N650	N/A,,N/A,,N/A
Q6N693	N/A,,N/A,,N/A
Q6N6B2	N/A,,N/A,,N/A
Q6N6I8	N/A,,N/A,,N/A
Q6N6P1	N/A,,N/A,,N/A
Q6N6V1	N/A,,N/A,,N/A
Q6N706	N/A,,N/A,,N/A
Q6N717	N/A,,N/A,,N/A
Q6N729	N/A,,N/A,,N/A
Q6N808	N/A,,N/A,,N/A
Q6N822	N/A,,N/A,,N/A
Q6N899	N/A,,N/A,,N/A
Q6N8A6	N/A,,N/A,,N/A
Q6N938	N/A,,N/A,,N/A
Q6N973	N/A,,N/A,,N/A
Q6N9K7	N/A,,N/A,,N/A
Q6N9L2	N/A,,N/A,,N/A
Q6N9L5	N/A,,N/A,,N/A
Q6N9N5	N/A,,N/A,,N/A
Q6N9P5	N/A,,N/A,,N/A
Q6N9Q4	N/A,,N/A,,N/A
Q6NAH9	N/A,,N/A,,N/A
Q6NAI0	N/A,,N/A,,N/A
Q6NAN5	N/A,,N/A,,N/A
Q6NAX9	N/A,,N/A,,N/A
Q6NB88	N/A,,N/A,,N/A
Q6NBQ6	N/A,,N/A,,N/A
Q6NC67	N/A,,N/A,,N/A
Q6NC89	N/A,,N/A,,N/A
Q6NCA9	N/A,,N/A,,N/A
Q6NCE1	N/A,,N/A,,N/A
Q6NCN8	N/A,,N/A,,N/A
Q6NCP1	N/A,,N/A,,N/A
Q6NCQ5	N/A,,N/A,,N/A
Q6NCW4	N/A,,N/A,,N/A
Q6NCX7	N/A,,N/A,,N/A
Q6ND51	N/A,,N/A,,N/A
Q6ND84	N/A,,N/A,,N/A
Q6NDB1	N/A,,N/A,,N/A
Q6NDB8	N/A,,N/A,,N/A
Q6NDC0	N/A,,N/A,,N/A
Q6NDC3	N/A,,N/A,,N/A
Q6NDL1	N/A,,N/A,,N/A
Q6NDM3	N/A,,N/A,,N/A
Q6NDQ4	N/A,,N/A,,N/A
Q6RKB1	N/A,,N/A,,N/A
Q6U5Y3	N/A,,N/A,,N/A
Q6UAC2	N/A,,N/A,,N/A
Q6XKD8	N/A,,N/A,,N/A
Q6YRP4	N/A,,N/A,,N/A
Q6YRR4	N/A,,N/A,,N/A
Q6YRR7	N/A,,N/A,,N/A
Q6YRT1	N/A,,N/A,,N/A
Q6YRT3	N/A,,N/A,,N/A
Q6YRW6	N/A,,N/A,,N/A
Q6YRX3	N/A,,N/A,,N/A
Q6YS03	N/A,,N/A,,N/A
Q6ZED5	N/A,,N/A,,N/A
Q6ZEL7	N/A,,N/A,,N/A
Q6ZEQ1	N/A,,N/A,,N/A
Q6ZES1	N/A,,N/A,,N/A
Q6ZES9	N/A,,N/A,,N/A
Q6ZET8	N/A,,N/A,,N/A
Q6ZEV3	N/A,,N/A,,N/A
Q6ZEW2	N/A,,N/A,,N/A
Q6ZEW4	N/A,,N/A,,N/A
Q72G88	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72G91	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GE4	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GG0	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GJ2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GJ3	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GJ6	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GM1	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GQ0	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GR8	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GS2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GS6	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GW4	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72GY7	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H36	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H65	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H73	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H76	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H84	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H94	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72H95	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72HJ9	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72HR6	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72HS2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72HY1	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72I33	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72I53	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72ID4	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72II3	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72IJ6	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72IN0	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72IR9	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72IV2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72IW9	N/A,,N/A,,N/A
Q72IY9	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72J52	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72JG7	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72JH2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72JJ5	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72JN9	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72JS7	N/A,,N/A,,N/A
Q72K80	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72K94	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72KG7	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72KV7	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72L91	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72LA0	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72LE2	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72LH0	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q72LH1	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
Q746M9	N/A,,N/A,,N/A
Q746N1	N/A,,N/A,,N/A
Q797B3	N/A,,N/A,,N/A
Q79EE5	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q79FL8	N/A,,N/A,,N/A
Q79FP1	N/A,,N/A,,N/A
Q79FP2	N/A,,N/A,,N/A
Q79FV7	N/A,,N/A,,N/A
Q79FW0	N/A,,N/A,,N/A
Q79PF4	N/A,,N/A,,N/A
Q7A4R9	N/A,,N/A,,N/A
Q7AKG8	N/A,,N/A,,N/A
Q7AKN8	N/A,,N/A,,N/A
Q7AKQ4	N/A,,N/A,,N/A
Q7AKQ6	N/A,,N/A,,N/A
Q7AKR9	N/A,,N/A,,N/A
Q7AP59	N/A,,N/A,,N/A
Q7AP65	N/A,,N/A,,N/A
Q7APD8	N/A,,N/A,,N/A
Q7BBW0	N/A,,N/A,,N/A
Q7BC73	N/A,,N/A,,N/A
Q7BSW5	N/A,,N/A,,N/A
Q7CDZ7	N/A,,N/A,,N/A
Q7CE61	N/A,,N/A,,N/A
Q7CE65	N/A,,N/A,,N/A
Q7D4L9	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
Q7D5R0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
Q7D9D7	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
Q7D9F6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
Q7D9S1	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
Q7DB53	N/A,,N/A,,N/A
Q7DB54	N/A,,N/A,,N/A
Q7DB80	N/A,,N/A,,N/A
Q7DB81	N/A,,N/A,,N/A
Q7DBF3	AE005174,,Gammaproteobacteria : Escherichia coli O157:H7 EDL933,,100 sequence(s)
Q7DBF4	N/A,,N/A,,N/A
Q7DBF5	N/A,,N/A,,N/A
Q7DBF6	N/A,,N/A,,N/A
Q7DBF8	BA000007,,Gammaproteobacteria : Escherichia coli O157:H7 str. Sakai,,102 sequence(s)
Q7DBL5	N/A,,N/A,,N/A
Q7DC32	N/A,,N/A,,N/A
Q7DDR9	AE002098,,Betaproteobacteria : Neisseria meningitidis MC58,,59 sequence(s)
Q7DFN2	N/A,,N/A,,N/A
Q7LX34	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX61	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX66	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX68	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX71	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX77	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX81	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LX98	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXD9	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXE1	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXE8	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXH4	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXI3	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXJ1	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
Q7LXK8	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
