Protein	Strain,,Genomic location,,Charge (pH 7),,Kyte-Doolittle Hydrophobicity Value,,Molecular Weight (kDa),,Isoelectric Point (pI)
Q97UA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UB2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UG0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UH0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UK0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UL4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UP0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UQ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UR0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UR6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UR7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97US0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UW2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UX1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97UY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V06	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V16	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V18	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V31	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V89	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V96	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V98	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97V99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VA3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VD4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VE6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VE7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VI0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VJ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VJ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VL0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VL8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VT6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VU8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VV8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VV9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VW2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VY2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VZ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97VZ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W06	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W25	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W32	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W36	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W70	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W78	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W82	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97W95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WA8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WB8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WD0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WE6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WG0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WG1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WL2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WN0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WP8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WU6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WW6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WX0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WY6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97WZ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X44	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X52	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X60	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97X74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XC0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XC6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XC8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XH2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XI1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XI8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XL4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XM1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XP6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XR3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XS7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XU3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XW3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XX0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XX1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97XZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y06	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y15	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y36	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y46	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y98	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Y99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YB2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YD4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YE7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YJ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YK0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YK2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YP0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YR3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YS7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YT0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YW4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YX0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YY2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YY4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97YZ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z02	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z10	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z20	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z26	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z35	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z53	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z82	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97Z97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZB7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZC3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZC6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZH1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZH6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZI0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZM5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZN2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZQ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZR7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZS9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZT4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZT9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZU7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZV2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZV8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZV9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZX0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZY3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZY7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZZ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q97ZZ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980A0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980A4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980A8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980B8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980B9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980D1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980D8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980E2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980E7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980F6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980G2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980G7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980G9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980H3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980I2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980I5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980I7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980J0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980J5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980L1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980L3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980L7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980M3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980M9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980N3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980N7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980P7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980Q1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q980Q4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
