Protein	Accession
Q59993	BAA10837
Q5DYQ6	BAA10867
Q5HCP4	VF_A1020
Q5HCR7	SACOL2675
Q5HCU6	SACOL2652
Q5HCZ6	SACOL2622
Q5HD02	SACOL2569
Q5HD61	SACOL2563
Q5HDM2	SACOL2501
Q5HDW4	SACOL2328
Q5HDW6	SACOL2233
Q5HDW9	SACOL2231
Q5HDX0	SACOL2228
Q5HDX3	SACOL2227
Q5HDX4	SACOL2224
Q5HDX5	SACOL2223
Q5HDX6	SACOL2222
Q5HDX7	SACOL2221
Q5HDX9	SACOL2220
Q5HDY0	SACOL2218
Q5HDY2	SACOL2217
Q5HDY5	SACOL2215
Q5HE23	SACOL2212
Q5HE43	SACOL2173
Q5HE73	SACOL2151
Q5HE75	SACOL2119
Q5HE80	SACOL2117
Q5HE82	SACOL2112
Q5HE87	SACOL2110
Q5HE88	SACOL2105
Q5HE95	SACOL2104
Q5HEE0	SACOL2097
Q5HEH1	SACOL2050
Q5HEH2	SACOL2017
Q5HEL4	SACOL2016
Q5HEL8	SACOL1969
Q5HEM1	SACOL1965
Q5HEM3	SACOL1962
Q5HEU2	SACOL1960
Q5HF16	SACOL1889
Q5HF23	SACOL1808
Q5HF24	SACOL1801
Q5HF31	SACOL1800
Q5HF35	SACOL1793
Q5HF42	SACOL1789
Q5HF73	SACOL1782
Q5HF76	SACOL1748
Q5HF90	SACOL1745
Q5HF97	SACOL1729
Q5HFA2	SACOL1722
Q5HFA4	SACOL1717
Q5HFA8	SACOL1715
Q5HFB9	SACOL1710
Q5HFC4	SACOL1699
Q5HFC8	SACOL1694
Q5HFD7	SACOL1690
Q5HFE5	SACOL1680
Q5HFE6	SACOL1672
Q5HFF2	SACOL1671
Q5HFH5	SACOL1665
Q5HFI0	SACOL1642
Q5HFI1	SACOL1637
Q5HFI7	SACOL1636
Q5HFJ5	SACOL1630
Q5HFJ9	SACOL1622
Q5HFK3	SACOL1618
Q5HFK9	SACOL1614
Q5HFM3	SACOL1608
Q5HFM4	SACOL1594
Q5HFR2	SACOL1593
Q5HFS5	SACOL1554
Q5HFU2	SACOL1540
Q5HFV0	SACOL1522
Q5HFV4	SACOL1513
Q5HFV7	SACOL1509
Q5HFX8	SACOL1506
Q5HG06	SACOL1484
Q5HG07	SACOL1449
Q5HG66	SACOL1448
Q5HG69	SACOL1388
Q5HG77	SACOL1385
Q5HG86	SACOL1377
Q5HGC3	SACOL1368
Q5HGF7	SACOL1329
Q5HGG2	SACOL1293
Q5HGH4	SACOL1288
Q5HGH6	SACOL1276
Q5HGI6	SACOL1274
Q5HGI7	SACOL1263
Q5HGK2	SACOL1262
Q5HGK9	SACOL1245
Q5HGL4	SACOL1238
Q5HGN8	SACOL1230
Q5HGP5	SACOL1206
Q5HGP8	SACOL1199
Q5HGP9	SACOL1196
Q5HGQ5	SACOL1195
Q5HGV5	SACOL1189
Q5HGY8	SACOL1138
Q5HGY9	SACOL1105
Q5HGZ0	SACOL1104
Q5HGZ1	SACOL1103
Q5HH02	SACOL1102
Q5HH21	SACOL1091
Q5HH25	SACOL1072
Q5HH38	SACOL1068
Q5HH78	SACOL1054
Q5HH86	SACOL1011
Q5HH88	SACOL1003
Q5HHA2	SACOL1001
Q5HHB0	SACOL0987
Q5HHC2	SACOL0979
Q5HHC7	SACOL0966
Q5HHG0	SACOL0961
Q5HHG4	SACOL0927
Q5HHH4	SACOL0922
Q5HHP1	SACOL0912
Q5HHP3	SACOL0842
Q5HHP5	SACOL0840
Q5HHR0	SACOL0838
Q5HHR8	SACOL0823
Q5HHS7	SACOL0815
Q5HHY2	SACOL0806
Q5HI51	SACOL0746
Q5HI88	SACOL0672
Q5HI89	SACOL0634
Q5HIA5	SACOL0633
Q5HIC2	SACOL0617
Q5HIC7	SACOL0599
Q5HIC8	SACOL0594
Q5HIC9	SACOL0593
Q5HID2	SACOL0592
Q5HID3	SACOL0589
Q5HID7	SACOL0588
Q5HID8	SACOL0584
Q5HIE7	SACOL0583
Q5HIF2	SACOL0574
Q5HIF5	SACOL0567
Q5HIF7	SACOL0564
Q5HIH4	SACOL0562
Q5HIH8	SACOL0545
Q5HIJ5	SACOL0541
Q5HIJ8	SACOL0524
Q5HIQ7	SACOL0521
Q5HIS8	SACOL0460
Q5HIT8	SACOL0438
Q5HJ86	SACOL0428
Q5HJI0	SACOL0276
Q5HJM9	SACOL0178
Q5HJR8	SACOL0124
Q5HJU7	SACOL0084
Q5HJZ0	SACOL0050
Q5HJZ6	SACOL0006
Q5SH27	SSO2674
Q5SH98	SAA0003
Q5SHB2	Saci_1847
Q5SHD1	SSO2643
Q5SHF7	SSO10788
Q5SHQ9	N/A
Q5SHV2	SSO2612
Q5SI56	SSO2599
Q5SI59	BAD71347
Q5SI61	N/A
Q5SIE6	N/A
Q5SIH4	N/A
Q5SIL2	N/A
Q5SIY7	Saci_1838
Q5SJ45	SSO2523
Q5SJ72	N/A
Q5SJ94	SSO2509
Q5SJB8	SSO2496
Q5SJC3	SSO2422
Q5SJE8	N/A
Q5SJE9	SSO2404
Q5SJP2	N/A
Q5SK59	SSO2367
Q5SKC3	N/A
Q5SKH7	SSO2354
Q5SKH9	SSO2342
Q5SKJ3	N/A
Q5SKV1	SSO2315
Q5SKV6	N/A
Q5SKV7	N/A
Q5SKV9	SSO2280
Q5SKW6	N/A
Q5SL35	SSO2261
Q5SL36	BAD70281
Q5SLE0	BAD70280
Q5SLM2	SSO2200
Q5SM04	N/A
Q5SM05	N/A
Q5SM21	N/A
Q5SM27	SSO2018
Q5W264	N/A
Q6MWW6	N/A
Q6MWW7	Rv3514
Q6MWZ4	Rv3512
Q6MWZ8	LH57_17645;;Rv3224B
Q6MX13	SSO1948
Q6MX17	LH57_17540;;Rv3208A
Q6MX28	LH57_16505;;Rv3022A
Q6MX43	SSO1884
Q6N0G2	RVBD_0379;;Rv0379
Q6N0G9	RPA4800
Q6N0K2	Rv0578c
Q6N0L2	Rv2583c
Q6N0T2	SSO1817
Q6N122	RPA4760
Q6N184	RPA4587
Q6N205	RPA4524
Q6N2W9	RPA4247
Q6N387	RPA3929
Q6N4H8	RPA3807
Q6N4I2	RPA3359
Q6N4Q4	SSO1748
Q6N4Y2	RPA3252;;RPA3283
Q6N4Z3	SSO1692
Q6N5C3	SSO1665
Q6N5C6	SSO1647
Q6N5H3	SSO1632
Q6N5J7	RPA3355
Q6N5K7	SSO1600
Q6N5M1	SSO1589
Q6N5Q2	RPA2977
Q6N650	SSO1548
Q6N693	SSO1537
Q6N6B2	SSO1514
Q6N6I8	RPA2922
Q6N6P1	Saci_1771
Q6N6V1	RPA2573
Q6N706	RPA2627
Q6N717	SSO1468
Q6N729	RPA2457
Q6N808	Saci_1762
Q6N822	RPA2096
Q6N899	RPA2082
Q6N8A6	RPA2434
Q6N938	Saci_1756
Q6N973	RPA1998
Q6N9K7	RPA1627;;RPA1676
Q6N9L2	Saci_1743
Q6N9L5	RPA1536
Q6N9N5	Saci_1742
Q6N9P5	RPA1525
Q6N9Q4	Saci_1740
Q6NAH9	SSO1369
Q6NAI0	SSO1353
Q6NAN5	RPA1495
Q6NAX9	RPA1148
Q6NB88	SSO1322
Q6NBQ6	RPA1051
Q6NC67	SSO1300
Q6NC89	RPA0772
Q6NCA9	RPA0583
Q6NCE1	SSO1255
Q6NCN8	RPA0531
Q6NCP1	RPA0432
Q6NCQ5	RPA0429
Q6NCW4	RPA0414
Q6NCX7	SSO1207
Q6ND51	RPA0340
Q6ND84	SSO1183
Q6NDB1	SSO1168
Q6NDB8	RPA0198
Q6NDC0	RPA0190
Q6NDC3	RPA0188
Q6NDL1	RPA0185
Q6NDM3	SSO1126
Q6NDQ4	SSO1111
Q6RKB1	RPA0563
Q6U5Y3	N/A
Q6UAC2	N/A
Q6XKD8	SYNPCC7002_A1816
Q6YRP4	EN72_00905;;DX05_00930;;RDF_0127;;BBP08_08150;;ERS039640_02147;;SA111_00174;;WA00_04180;;WA02_08305;;WA03_06650;;WA04_08965;;WA05_05805;;VZ99_10500;;AX245_01775;;TH70_2019
Q6YRR4	N/A
Q6YRR7	N/A
Q6YRT1	N/A
Q6YRT3	N/A
Q6YRW6	N/A
Q6YRX3	N/A
Q6YS03	N/A
Q6ZED5	N/A
Q6ZEL7	N/A
Q6ZEQ1	N/A
Q6ZES1	N/A
Q6ZES9	N/A
Q6ZET8	N/A
Q6ZEV3	N/A
Q6ZEW2	N/A
Q6ZEW4	N/A
Q72G88	N/A
Q72G91	TT_C1960
Q72GE4	TT_C1957
Q72GG0	TT_C1904
Q72GJ2	TT_C1888
Q72GJ3	TT_C1856
Q72GJ6	TT_C1855
Q72GM1	TT_C1852
Q72GQ0	TT_C1827
Q72GR8	TT_C1798
Q72GS2	TT_C1780
Q72GS6	TT_C1776
Q72GW4	TT_C1772
Q72GY7	TT_C1330;;TT_C1734
Q72H36	TT_C1709
Q72H65	TT_C1659
Q72H73	TT_C1630
Q72H76	TT_C1622
Q72H84	TT_C1619
Q72H94	TT_C1611
Q72H95	TT_C1601
Q72HJ9	TT_C1600
Q72HR6	TT_C1488
Q72HS2	TT_C1420
Q72HY1	TT_C1414
Q72I33	TT_C1351
Q72I53	TT_C1299
Q72ID4	TT_C1279
Q72II3	TT_C1198
Q72IJ6	TT_C1149
Q72IN0	TT_C1136
Q72IR9	TT_C1102
Q72IV2	TT_C1063
Q72IW9	TT_C1029
Q72IY9	TT_C1012
Q72J52	TT_C0992
Q72JG7	TT_C0927
Q72JH2	TT_C0805
Q72JJ5	TT_C0800
Q72JN9	TT_C0777
Q72JS7	TT_C0731
Q72K80	TT_C0691
Q72K94	TT_C0291
Q72KG7	TT_C0553
Q72KV7	TT_C0368
Q72L91	TT_C0408
Q72LA0	TT_C0169
Q72LE2	TT_C0159
Q72LH0	TT_C0117
Q72LH1	TT_C0089
Q746M9	TT_C0088
Q746N1	TT_P0024
Q797B3	Saci_1502
Q79EE5	TT_P0022
Q79FL8	N/A
Q79FP1	Rv1651c
Q79FP2	Rv1452c
Q79FV7	Rv1450c
Q79FW0	Rv0647c
Q79PF4	Rv0833
Q7A4R9	Saci_1494
Q7AKG8	Synpcc7942_1216
Q7AKN8	CAB94602
Q7AKQ4	N/A
Q7AKQ6	CAB59499
Q7AKR9	CAB59496
Q7AP59	N/A
Q7AP65	N/A
Q7APD8	PA5345
Q7BBW0	N/A
Q7BC73	BruAb2_0613
Q7BSW5	N/A
Q7CDZ7	Z_L7020;;BAA31836
Q7CE61	SF1357;;SF1542
Q7CE65	SF0303;;SF0317;;SF3802
Q7D4L9	SF_p0008;;SF_p0107;;SF0295;;SF0680;;SF1429;;SF1559;;SF1791
Q7D5R0	MT4034
Q7D9D7	MT3404
Q7D9F6	MT0755
Q7D9S1	MT0709
Q7DB53	VMC_24140
Q7DB54	MT0477
Q7DB80	Z5137
Q7DB81	Z5107
Q7DBF3	Z5106
Q7DBF4	Z3200;;BAB36264
Q7DBF5	Z3199
Q7DBF6	Z3198
Q7DBF8	Z3197
Q7DBL5	Z3191
Q7DC32	Z_L7066;;Z1933;;Z2110;;Z2375;;Z2429;;Z3093;;Z3299;;Z3922;;Z4335;;Z4502;;Z5879
Q7DDR9	PA1174
Q7DFN2	Z0367;;Z1929;;Z2130;;Z3156;;Z4337;;Z5098;;Z6016
Q7LX34	CA_P0035
Q7LX61	SSO1202;;SSO1212;;SSO3056
Q7LX66	SSO2141
Q7LX68	SSO1897;;SSO2090;;SSO2132
Q7LX71	Saci_1358
Q7LX77	SSO2130
Q7LX81	SSO2119
Q7LX98	Saci_1356
Q7LXD9	SSO2115
Q7LXE1	SSO0842
Q7LXE8	Saci_1344
Q7LXH4	SSO0838
Q7LXI3	SSO0799
Q7LXJ1	Saci_1339
Q7LXK8	SSO0782
Q7LXM0	SSO0747
Q7LXM4	SSO0720
Q7LXN5	SSO0790
Q7LXP0	SSO0675
Q7LXP8	Saci_1349
Q7LXQ2	SSO0657
Q7LXR4	SSO0653
Q7LXR7	SSO0669
Q7LXS7	Saci_1348
Q7LXS8	SSO0621
Q7LXT3	SSO0604
Q7LXU0	BSU28030
Q7LXU1	SSO0575
Q7LXV0	SSO0572
Q7LXV9	SSO0584
Q7LXW0	SSO0539
Q7LXW1	SSO0538
Q7LXW8	SSO0537
Q7LXX7	SSO0523
Q7LY03	SSO0119
Q7LYI9	Saci_1317
Q7LYK3	SSO3003
Q7M7K0	SSO0057
Q7M7K1	BAC93876
Q7MBT7	N/A
Q7MC40	N/A
Q7MCQ4	N/A
Q7MCZ7	N/A
Q7MDA6	N/A
Q7MDB5	N/A
Q7MDF9	N/A
Q7MDZ1	N/A
Q7MER8	N/A
Q7MET6	N/A
Q7MEX9	N/A
Q7MF23	N/A
Q7MFB1	N/A
Q7MFK7	N/A
Q7MG94	N/A
Q7MHJ1	BAC96101
Q7MHJ4	N/A
Q7MHV6	N/A
Q7MI44	N/A
Q7MI93	N/A
Q7MIE0	BAC95388
Q7MIU5	N/A
Q7MJ80	N/A
Q7MJS1	N/A
Q7MKX5	N/A
Q7MMH2	N/A
Q7MMR2	N/A
Q7MMU2	N/A
Q7MN57	N/A
Q7MNK1	BAC93624
Q7MNP3	BAC93479
Q7MNX7	N/A
Q7MNY1	N/A
Q7MP86	N/A
Q7MPQ9	BAC93242
Q7TZN1	N/A
Q7UAE6	Mb1775
Q7UAH4	SF1876;;S1942
Q7UAV7	S1842
Q7UB34	SF3528;;S4240
Q7UBD3	SF3848;;S3910
Q7UBI7	SF3320;;S3545
Q7UBI8	SF3094;;S3299
Q7UBT0	SF3093;;S3298
Q7UBU3	SF2778;;S2971
Q7UBW5	SF2720;;S2911
Q7UC56	SF2655;;S2831
Q7UCT6	SF2359;;S2494
Q7UDL2	SF1178;;S1266
Q7WLU9	SF0292;;S0313
Q7WY61	MPN_397
Q7ZAM1	BB1646
Q81WK7	SF0920;;S0984
Q81ZL3	BA_3966;;GBAA_3966;;BAS3679
Q81ZL7	SF0374;;SF3740
Q81ZM2	SF0715;;SF1887;;S0753
Q81ZM8	SF1379;;SF1666;;S1952
Q81ZN9	SF_p0106;;SF0209;;SF0831;;S2447
Q81ZS9	SF0860;;SF4182
Q81ZT5	SF0313;;SF1037;;SF1439
Q81ZT8	SF0490;;SF0895;;SF1059
Q81ZU1	SF1339;;SF1387;;SF1440;;SF1928
Q821A6	SF_p0254;;SF0241;;SF0664
Q821C1	SF3097;;S3302
Q821C2	SF0146;;S0149
Q836B3	Saci_1116
Q83IM5	SF0067;;S0069
Q83IP5	SF4231;;S4492
Q83IP6	SF4169;;S3562
Q83IR6	SF4166;;S3565
Q83IS3	SF4095;;S3635
Q83IT3	SF4068;;S3667
Q83IY3	SF4020;;S3727
Q83J15	SF3810;;S3958
Q83J38	SF3681;;S4087
Q83J89	SF3602;;S4166
Q83JA5	SF3454;;S4309
Q83JB3	SF3402;;S4360
Q83JC3	SF3387;;S4376
Q83JC4	SF3358;;S4404
Q83JF0	SF3357;;SF4053;;S3682;;S4405
Q83JF9	SF3256
Q83JH9	SF3209;;S3426
Q83JW6	SF3167;;S3382
Q83JW7	SF2820;;S3015
Q83JY2	SF2812;;S3007
Q83K06	SF2767;;S2960
Q83K21	SF2677;;S2855
Q83K44	SF2641;;S2814
Q83K48	SF2560;;S2732
Q83K86	SF2548
Q83K95	SF2454;;S2593
Q83KA8	SF2420;;S2555
Q83KD8	SF2376;;S2511
Q83KK3	SF2273;;S2402
Q83KQ3	SF2054;;S2161
Q83KR7	SF1917;;S2007
Q83KS7	SF1867;;S1934
Q83KT5	SF1825;;S1448
Q83KW2	SF1805
Q83KX8	SF1713;;S1845
Q83L36	SF1667;;S1799
Q83L37	SF1518;;S1635
Q83LF6	SF1517;;S1634
Q83LF7	SF1154;;S1237
Q83LJ2	SF1152;;S1235
Q83LN3	SF1060;;S1136
Q83LN4	SF0928;;S0992
Q83LX5	SF0925;;S0989
Q83LY1	SF0639;;S0661
Q83LY3	SF0630;;S0652
Q83M12	SF0621;;S0643
Q83M42	SF0493
Q83ME5	SF0414;;S0421
Q83MF6	SF0131;;S0133
Q83MH2	SF0092;;S0094
Q83MH5	SF0022;;S0025
Q83MJ8	SF0014;;S0014
Q83MN1	SF3207;;S3424
Q83P35	SF0173;;S0176
Q83P38	SF4325;;S4593
Q83PC2	SF4310;;S4575
Q83PE8	SF4057;;S3678
Q83PF4	SF3967;;S3781
Q83PG1	SF3935;;S3811
Q83PG4	SF3922;;S3830
Q83PJ7	SF3919;;S3833
Q83PP2	SF3820;;S3948
Q83PR3	SF3659;;S4109
Q83PV3	SF3587;;S4182
Q83PY5	SF3455;;S4308
Q83PY6	SF3347;;S4415
Q83PY9	SF3345;;S4417
Q83Q07	SF3340;;S4422
Q83Q14	SF3270;;S3485
Q83QA2	SF3223;;S3441
Q83QD0	SF2889;;S3088
Q83QD5	SF2810;;S3005
Q83QD9	SF2798;;S2992
Q83QE0	SF2780;;S2973
Q83QK4	SF2779;;S2972
Q83QL1	SF2573;;S2745
Q83QN4	SF2553;;S2725
Q83QN9	SF2481;;S2629
Q83QQ5	SF2467;;S2613
Q83QQ8	SF2405;;S2540
Q83QR1	SF2400;;S2535
Q83QR3	SF2396;;S2531
Q83QS6	SF2394;;S2529
Q83QT8	SF2362;;S2497
Q83QV0	SF2334;;S2467
Q83QZ5	SF2290;;S2420
Q83R04	SF2129;;S2253
Q83R64	SF2086;;S2207
Q83R90	SF1880
Q83RC0	SF1774;;S1905
Q83RE8	SF1648;;S1780
Q83RG1	SF1556;;S1681
Q83RJ4	SF1515;;S1633
Q83RN5	SF1383
Q83RP1	SF1228;;S1312
Q83RP2	SF1213;;S1297
Q83RR8	SF1210;;S1294
Q83RU3	SF1124;;S1204
Q83RX5	SF1044;;S1118
Q83RX6	SF0949;;S1014
Q83S00	SF0946;;S1011
Q83S18	SF0849;;S0890
Q83S42	SF0806;;S0848
Q83S54	SF0729;;S0770
Q83SD5	SF0697
Q83SE1	SF0442;;S0449
Q83SE5	SF0430;;S0437
Q83SE6	SF0420;;S0427
Q83SG2	SF0418;;S0425
Q83SM9	SF0357;;S0365
Q83SN2	SF0101;;S0103
Q83SN7	SF0095;;S0097
Q83SP1	SF0079;;S0081
Q83SQ0	SF0068;;S0070
Q84EC7	SF0051;;S0053
Q84F84	SYNPCC7002_A1118
Q8CJR0	N/A
Q8CJR6	N/A
Q8CJR8	N/A
Q8CK13	N/A
Q8CWP9	N/A
Q8CXS7	spr1505
Q8CY87	LA_2633
Q8DR55	spr1851
Q8E1E6	spr0334
Q8E3U4	SAG0410
Q8E6N7	N/A
Q8EIX3	Saci_0769
Q8EXC5	N/A
Q8EXH1	LB_288
Q8EYN0	LB_241
Q8F1E5	LA_4183
Q8F1E7	LA_3191
Q8F1I5	LA_3189
Q8F1N3	LA_3150
Q8F1N6	LA_3099
Q8F1Q9	LA_3096
Q8F1R0	LA_3070
Q8F3D4	LA_3069
Q8F3G9	LA_2472
Q8F425	LA_2434
Q8F491	LA_2222
Q8F563	LA_2154
Q8F663	LA_1823
Q8F689	LA_1447
Q8F6H8	LA_1420
Q8F6H9	LA_1328
Q8F6K1	LA_1327
Q8F6U4	LA_1303
Q8F6Y5	LA_1206
Q8F701	LA_1164
Q8F7T3	LA_1147
Q8F7V3	LA_0861
Q8F850	LA_0839
Q8F8A5	LA_0709
Q8F8D0	LA_0653
Q8F9U8	LA_0627
Q8GP19	LA_0091
Q8GP20	N/A
Q8KX25	N/A
Q8NQJ3	SYNPCC7002_A0199
Q8NU97	BAB98834;;cg1630
Q8NU98	BAB97435;;cg0059
Q8PEJ1	BAB97434;;cg0057
Q8PEL1	XAC4358
Q8PEM1	XAC4338
Q8PER7	XAC4327
Q8PES0	XAC4273
Q8PEV9	XAC4270
Q8PEW2	XAC4231
Q8PEX7	XAC4228
Q8PF94	XAC4213
Q8PFF4	XAC4089
Q8PFG9	XAC4029
Q8PFX5	XAC4012
Q8PG87	XAC3847
Q8PGB3	XAC3730
Q8PGG6	XAC3704
Q8PGJ4	XAC3650
Q8PGK4	XAC3622
Q8PGN7	XAC3612
Q8PGS0	XAC3579
Q8PH13	XAC3546
Q8PH73	XAC3447
Q8PH84	XAC3386
Q8PHY0	XAC3375
Q8PHZ9	XAC3118
Q8PI16	XAC3099
Q8PI44	XAC3082
Q8PIB8	XAC3054
Q8PIH1	XAC2980
Q8PII6	XAC2927
Q8PIN6	XAC2911
Q8PIR2	XAC2859
Q8PIR5	XAC2833
Q8PIV6	XAC2830
Q8PJ00	XAC2789
Q8PJ02	XAC2745
Q8PJ03	XAC2743
Q8PJ43	XAC2742
Q8PJH6	XAC2701
Q8PJT7	XAC2555
Q8PJW6	XAC2443
Q8PKC0	XAC2411
Q8PKC8	XAC2255
Q8PKH6	XAC2247
Q8PKI7	XAC2197
Q8PKL5	XAC2186
Q8PKQ1	XAC2156
Q8PKW6	XAC2118
Q8PKZ3	XAC2041
Q8PL31	XAC2013
Q8PL68	XAC1975
Q8PLM3	XAC1938
Q8PLW4	XAC1772
Q8PLW8	XAC1675
Q8PM69	XAC1671
Q8PMD8	XAC1563
Q8PMI4	XAC1491
Q8PMM9	XAC1443
Q8PMV4	XAC1397
Q8PNB1	XAC1321
Q8PNI0	XAC1162
Q8PNI3	XAC1087
Q8PNK9	XAC1080
Q8PNP1	XAC1046
Q8PNS2	XAC1013
Q8PNS3	XAC0974
Q8PNS9	XAC0973
Q8PNT1	XAC0966
Q8PNT4	XAC0964
Q8PNY2	XAC0961
Q8PP38	XAC0906
Q8PP39	XAC0850
Q8PP73	XAC0849
Q8PP84	XAC0815
Q8PPR3	XAC0804
Q8PPT4	XAC0622
Q8PPZ1	XAC0601
Q8PQ14	XAC0542
Q8PQ24	XAC0518
Q8PQ68	XAC0508
Q8PQ72	XAC0460
Q8PQN1	XAC0455
Q8PQN2	XAC0292
Q8PQQ4	XAC0291
Q8PR77	XAC0268
Q8PRE0	XAC0086
Q8PS33	XAC0023
Q8PT38	MM_3254
Q8PTF7	MM_2880
Q8PTP5	MM_2758
Q8PTU7	MM_2668
Q8PU20	MM_2614
Q8PUB6	MM_2537
Q8PUQ8	MM_2419
Q8PUQ9	MM_2274
Q8PUV5	MM_2273
Q8PV69	MM_2223
Q8PVK0	MM_2105
Q8PX75	MM_1963
Q8PXA9	MM_1347
Q8PXT3	MM_1313
Q8PXU9	MM_1133
Q8PXV7	MM_1117
Q8PZB5	MM_1109
Q8Q0G7	MM_0579
Q8Q0G9	MM_0169
Q8Q0P3	MM_0167
Q8R6T1	Saci_0263
Q8R783	TTE2704
Q8R7V8	TTE2536
Q8R8L6	TTE2289
Q8R8Q1	MM_0093
Q8R910	Saci_0260
Q8R964	TTE1820
Q8R967	TTE1762
Q8R9D4	TTE1759
Q8R9G5	TTE1681
Q8R9S4	TTE1646
Q8RAC9	TTE1514
Q8RAH3	TTE1294
Q8RAR7	TTE1249
Q8RB35	TTE1944
Q8RB43	TTE0990
Q8RBD0	TTE0981
Q8RBD2	Saci_0253
Q8RBE3	TTE0890
Q8RBV3	TTE0877
Q8RCJ1	TTE0705
Q8RCZ5	TTE0436
Q8RD14	TTE0892
Q8RDJ3	Saci_0248
Q8RDL1	TTE0236
Q8TSY2	Saci_0247
Q8TZX0	MA_0661
Q8VKS0	TTE0006
Q8VKS5	MT0085
Q8VQA0	MT0056
Q8VSB2	N/A
Q8VSC3	SF_p0242;;SF3255
Q8X3W8	SF_p0226
Q8X405	Z3999;;BAB36977
Q8X492	Z3939
Q8X4E2	Z3678;;BAB36707
Q8X4K9	Z2080
Q8X4P8	Z4936
Q8X4T7	Z2615;;BAB35741
Q8X4V5	Z3203
Q8X505	Z0165;;BAB33581
Q8X5C4	Z2158;;BAB35571
Q8X5E9	Z3594;;BAB36638
Q8X5H9	Z0342
Q8X5N5	WA00_02355;;WA04_04790;;VZ99_07710
Q8X5V1	SACE_0115
Q8X5V5	Z5138
Q8X5Z8	Z5652
Q8X600	SACE_0195
Q8X611	Z2710
Q8X6M8	Z5583;;BAB38352
Q8X6S3	Z4138;;BAB37101
Q8X6Z6	Z1077
Q8X722	SACE_0392
Q8X733	Z1865
Q8X737	Z4758;;BAB37668
Q8X743	SACE_0461
Q8X7C5	SACE_0519
Q8X7C9	Z5648
Q8X7F2	SACE_0557
Q8X7H3	Z2524
Q8X7H4	Z2498
Q8X7L9	SACE_0672
Q8X7M9	SACE_0767
Q8X7N4	Z3220
Q8X7N8	Z0304;;BAB33693
Q8X7P7	Z0298
Q8X7T4	Z3206;;BAB36270
Q8X7V5	SACE_0872
Q8X7X0	Z1030
Q8X825	Z1024
Q8X8G1	Z3260
Q8X8G9	SACE_1085
Q8X8H0	SACE_1099
Q8X8I5	Z5400;;BAB38210
Q8X8J5	SACE_1406
Q8X8L3	Z1722
Q8X8T9	Z5353
Q8X8W2	Z3173
Q8X8Y7	Z0206;;BAB33619
Q8X8Z9	Z0176;;BAB33591
Q8X902	Z0162
Q8X903	Z3988;;BAB36972
Q8X966	SACE_1612
Q8X984	Z0125
Q8X996	SACE_1680
Q8X9B0	SACE_1710
Q8X9L1	Z4650
Q8X9T7	Z0873
Q8X9V2	Z4539
Q8XA02	SACE_1764
Q8XA55	Z0079;;BAB33497
Q8XAA8	Z3827;;BAB36840
Q8XAC5	SACE_1941
Q8XAQ4	Z2292
Q8XAT3	SACE_2043
Q8XAT4	Z1515
Q8XB28	Z5290;;BAB38136
Q8XB34	Z5990
Q8XB62	Z5203;;BAB38068
Q8XBF4	SACE_2595
Q8XBJ9	SACE_2947
Q8XBR3	SACE_3318
Q8XBV3	Z3644
Q8XC28	Z0736;;BAB34056
Q8XC76	Z1533
Q8XC86	Z1398;;BAB34560
Q8XCA9	Z5105
Q8XCD0	SACE_3760
Q8XCF9	SACE_3842
Q8XCG0	Z2937;;BAB36016
Q8XCI5	Z5897
Q8XCU8	SACE_3901
Q8XCV0	Z3559
Q8XCW5	SACE_4291
Q8XD03	Z3551
Q8XD33	SACE_4561
Q8XD88	Z4240;;BAB37197
Q8XDD5	SACE_4954
Q8XDE7	Z5047
Q8XDE9	SACE_5311
Q8XDF3	Z5039;;BAB37913
Q8XDF5	Z1275
Q8XDF6	SACE_5370
Q8XDG0	SACE_5483
Q8XDL9	Z2922
Q8XDP3	Z5786
Q8XDR9	Z1271;;BAB34430
Q8XDS0	SACE_5822
Q8XDW4	SF0918;;S0982
Q8XDW9	SACE_5926
Q8XE27	Z2793
Q8XE60	Z2748;;BAB35849
Q8XE67	Z4976
Q8XE69	SACE_6053
Q8XEA7	Z3444;;BAB36500
Q8XEB4	Z1253;;BAB34413
Q8XEG2	SACE_6155
Q8Y3P9	Z5227;;BAB38094
Q8Y3T4	CAD00998
Q8Y3Z5	CAD00960
Q8Y421	SACE_6254
Q8Y422	CAD00867
Q8Y423	CAD00866
Q8Y424	SACE_6295
Q8Y436	SACE_6385
Q8Y444	N/A
Q8Y459	SACE_6451
Q8Y495	SACE_6494
Q8Y498	CAD00637
Q8Y4B2	SACE_6667
Q8Y4B3	SACE_6713
Q8Y4C0	CAD00616
Q8Y4C6	CAD00609
Q8Y4F0	SACE_6793
Q8Y4F3	SACE_6830
Q8Y4F7	N/A
Q8Y4H0	N/A
Q8Y4I1	SACE_6866
Q8Y4I2	SACE_6887
Q8Y4I4	SACE_6929
Q8Y4L1	CAD00534
Q8Y4L6	SACE_7023
Q8Y4M2	N/A
Q8Y4M3	SACE_7119
Q8Y4P6	N/A
Q8Y4R1	SACE_7267
Q8Y4R7	SACE_7339
Q8Y4U6	SACE_7362
Q8Y4V1	N/A
Q8Y4V6	EcE24377A_3808
Q8Y560	N/A
Q8Y563	N/A
Q8Y568	N/A
Q8Y5E6	N/A
Q8Y5F0	CAD00196
Q8Y5G0	N/A
Q8Y5H3	N/A
