Protein	ID,,Proteins Number,,Species Number,,Description
Q6ZES1	HOG000054340,,6,,6,,NA
Q6ZES9	HOG000022601,,65,,8,,NA
Q6ZET8	HOG000054577,,6,,6,,NA
Q6ZEV3	HOG000001472,,43,,21,,NA
Q6ZEW2	HOG000219663,,246,,152,,NA
Q6ZEW4	HOG000277508,,18,,18,,NA
Q72G88	N/A,,N/A,,N/A,,N/A
Q72G91	N/A,,N/A,,N/A,,N/A
Q72GE4	N/A,,N/A,,N/A,,N/A
Q72GG0	N/A,,N/A,,N/A,,N/A
Q72GJ2	N/A,,N/A,,N/A,,N/A
Q72GJ3	N/A,,N/A,,N/A,,N/A
Q72GJ6	N/A,,N/A,,N/A,,N/A
Q72GM1	N/A,,N/A,,N/A,,N/A
Q72GQ0	N/A,,N/A,,N/A,,N/A
Q72GR8	N/A,,N/A,,N/A,,N/A
Q72GS2	N/A,,N/A,,N/A,,N/A
Q72GS6	N/A,,N/A,,N/A,,N/A
Q72GW4	N/A,,N/A,,N/A,,N/A
Q72GY7	N/A,,N/A,,N/A,,N/A
Q72H36	N/A,,N/A,,N/A,,N/A
Q72H65	N/A,,N/A,,N/A,,N/A
Q72H73	N/A,,N/A,,N/A,,N/A
Q72H76	N/A,,N/A,,N/A,,N/A
Q72H84	N/A,,N/A,,N/A,,N/A
Q72H94	N/A,,N/A,,N/A,,N/A
Q72H95	N/A,,N/A,,N/A,,N/A
Q72HJ9	N/A,,N/A,,N/A,,N/A
Q72HR6	N/A,,N/A,,N/A,,N/A
Q72HS2	N/A,,N/A,,N/A,,N/A
Q72HY1	N/A,,N/A,,N/A,,N/A
Q72I33	N/A,,N/A,,N/A,,N/A
Q72I53	N/A,,N/A,,N/A,,N/A
Q72ID4	N/A,,N/A,,N/A,,N/A
Q72II3	N/A,,N/A,,N/A,,N/A
Q72IJ6	N/A,,N/A,,N/A,,N/A
Q72IN0	N/A,,N/A,,N/A,,N/A
Q72IR9	N/A,,N/A,,N/A,,N/A
Q72IV2	N/A,,N/A,,N/A,,N/A
Q72IW9	N/A,,N/A,,N/A,,N/A
Q72IY9	N/A,,N/A,,N/A,,N/A
Q72J52	N/A,,N/A,,N/A,,N/A
Q72JG7	N/A,,N/A,,N/A,,N/A
Q72JH2	N/A,,N/A,,N/A,,N/A
Q72JJ5	N/A,,N/A,,N/A,,N/A
Q72JN9	N/A,,N/A,,N/A,,N/A
Q72JS7	N/A,,N/A,,N/A,,N/A
Q72K80	N/A,,N/A,,N/A,,N/A
Q72K94	N/A,,N/A,,N/A,,N/A
Q72KG7	N/A,,N/A,,N/A,,N/A
Q72KV7	N/A,,N/A,,N/A,,N/A
Q72L91	N/A,,N/A,,N/A,,N/A
Q72LA0	N/A,,N/A,,N/A,,N/A
Q72LE2	N/A,,N/A,,N/A,,N/A
Q72LH0	N/A,,N/A,,N/A,,N/A
Q72LH1	N/A,,N/A,,N/A,,N/A
Q746M9	HOG000099116,,296,,238,,NA
Q746N1	HOG000288511,,361,,345,,NA
Q797B3	HOG000272195,,308,,172,,NA
Q79EE5	N/A,,N/A,,N/A,,N/A
Q79FL8	HOG000286061,,4,,4,,NA
Q79FP1	N/A,,N/A,,N/A,,N/A
Q79FP2	N/A,,N/A,,N/A,,N/A
Q79FV7	N/A,,N/A,,N/A,,N/A
Q79FW0	HOG000276707,,395,,389,,NA
Q79PF4	HOG000230416,,93,,78,,NA
Q7A4R9	HOG000034813,,6285,,953,,NA
Q7AKG8	N/A,,N/A,,N/A,,N/A
Q7AKN8	N/A,,N/A,,N/A,,N/A
Q7AKQ4	HOG000245297,,101,,99,,NA
Q7AKQ6	HOG000245319,,74,,74,,NA
Q7AKR9	N/A,,N/A,,N/A,,N/A
Q7AP59	N/A,,N/A,,N/A,,N/A
Q7AP65	N/A,,N/A,,N/A,,N/A
Q7APD8	N/A,,N/A,,N/A,,N/A
Q7BBW0	HOG000034820,,5387,,916,,NA
Q7BC73	N/A,,N/A,,N/A,,N/A
Q7BSW5	HOG000117212,,52,,34,,NA
Q7CDZ7	HOG000023132,,2529,,415,,NA
Q7CE61	HOG000023132,,2529,,415,,NA
Q7CE65	N/A,,N/A,,N/A,,N/A
Q7D4L9	HOG000022674,,63,,61,,NA
Q7D5R0	HOG000241404,,993,,520,,NA
Q7D9D7	HOG000043762,,27,,27,,NA
Q7D9F6	HOG000043594,,97,,80,,NA
Q7D9S1	HOG000045600,,18,,18,,NA
Q7DB53	N/A,,N/A,,N/A,,N/A
Q7DB54	HOG000063281,,9,,9,,NA
Q7DB80	HOG000059324,,10,,10,,NA
Q7DB81	HOG000059326,,10,,10,,NA
Q7DBF3	HOG000230163,,1238,,756,,NA
Q7DBF4	N/A,,N/A,,N/A,,N/A
Q7DBF5	N/A,,N/A,,N/A,,N/A
Q7DBF6	N/A,,N/A,,N/A,,N/A
Q7DBF8	N/A,,N/A,,N/A,,N/A
Q7DBL5	HOG000266652,,901,,144,,NA
Q7DC32	N/A,,N/A,,N/A,,N/A
Q7DDR9	HOG000093879,,43,,43,,NA
Q7DFN2	N/A,,N/A,,N/A,,N/A
Q7LX34	HOG000108651,,30,,4,,NA
Q7LX61	HOG000115412,,4,,4,,NA
Q7LX66	N/A,,N/A,,N/A,,N/A
Q7LX68	HOG000230970,,252,,174,,NA
Q7LX71	HOG000107984,,9,,9,,NA
Q7LX77	HOG000107983,,9,,9,,NA
Q7LX81	HOG000115409,,3,,3,,NA
Q7LX98	HOG000248560,,259,,256,,NA
Q7LXD9	HOG000271111,,59,,28,,NA
Q7LXE1	HOG000222879,,6,,6,,NA
Q7LXE8	HOG000168006,,1154,,983,,NA
Q7LXH4	HOG000246378,,7,,7,,NA
Q7LXI3	N/A,,N/A,,N/A,,N/A
Q7LXJ1	HOG000271138,,10,,6,,NA
Q7LXK8	HOG000229630,,187,,182,,NA
Q7LXM0	HOG000270366,,12,,12,,NA
Q7LXM4	N/A,,N/A,,N/A,,N/A
Q7LXN5	HOG000280765,,450,,429,,NA
Q7LXP0	HOG000096101,,113,,111,,NA
Q7LXP8	HOG000076616,,181,,173,,NA
Q7LXQ2	HOG000227597,,313,,281,,NA
Q7LXR4	HOG000033688,,780,,727,,NA
Q7LXR7	HOG000271031,,12,,12,,NA
Q7LXS7	HOG000222529,,29,,29,,NA
Q7LXS8	HOG000222870,,67,,47,,NA
Q7LXT3	HOG000271023,,11,,11,,NA
Q7LXU0	HOG000222547,,73,,73,,NA
Q7LXU1	HOG000223941,,96,,96,,NA
Q7LXV0	HOG000222853,,15,,15,,NA
Q7LXV9	HOG000108615,,5,,5,,NA
Q7LXW0	HOG000107946,,13,,10,,NA
Q7LXW1	HOG000108366,,9,,9,,NA
Q7LXW8	HOG000107916,,12,,9,,NA
Q7LXX7	HOG000107854,,9,,9,,NA
Q7LY03	HOG000107899,,9,,9,,NA
Q7LYI9	HOG000022008,,76,,52,,NA
Q7LYK3	HOG000058040,,285,,178,,NA
Q7M7K0	HOG000082148,,507,,467,,NA
Q7M7K1	HOG000282137,,61,,61,,NA
Q7MBT7	HOG000058489,,3158,,676,,NA
Q7MC40	N/A,,N/A,,N/A,,N/A
Q7MCQ4	HOG000081922,,454,,295,,NA
Q7MCZ7	N/A,,N/A,,N/A,,N/A
Q7MDA6	HOG000144721,,3,,3,,NA
Q7MDB5	HOG000013807,,648,,526,,NA
Q7MDF9	HOG000217943,,12,,12,,NA
Q7MDZ1	HOG000222587,,329,,327,,NA
Q7MER8	HOG000252108,,5,,5,,NA
Q7MET6	HOG000217841,,1582,,368,,NA
Q7MEX9	HOG000081674,,3,,3,,NA
Q7MF23	HOG000217932,,11,,11,,NA
Q7MFB1	N/A,,N/A,,N/A,,N/A
Q7MFK7	HOG000218029,,27,,20,,NA
Q7MG94	HOG000218261,,123,,122,,NA
Q7MHJ1	HOG000283136,,66,,66,,NA
Q7MHJ4	HOG000230246,,479,,448,,NA
Q7MHV6	HOG000256527,,195,,194,,NA
Q7MI44	HOG000218432,,15,,15,,NA
Q7MI93	HOG000222134,,1563,,1047,,NA
Q7MIE0	HOG000033129,,611,,376,,NA
Q7MIU5	N/A,,N/A,,N/A,,N/A
Q7MJ80	HOG000084824,,705,,586,,NA
Q7MJS1	HOG000148080,,738,,156,,NA
Q7MKX5	HOG000204990,,334,,303,,NA
Q7MMH2	HOG000144897,,3,,3,,NA
Q7MMR2	HOG000243452,,263,,167,,NA
Q7MMU2	HOG000255144,,1044,,558,,NA
Q7MN57	HOG000097653,,989,,979,,NA
Q7MNK1	HOG000218211,,1348,,965,,NA
Q7MNP3	HOG000250270,,1534,,638,,NA
Q7MNX7	HOG000075154,,984,,848,,NA
Q7MNY1	HOG000045857,,239,,238,,NA
Q7MP86	HOG000227962,,1042,,1035,,NA
Q7MPQ9	HOG000227724,,931,,736,,NA
Q7TZN1	HOG000077804,,18,,16,,NA
Q7UAE6	HOG000275160,,791,,778,,NA
Q7UAH4	HOG000017511,,1605,,1080,,NA
Q7UAV7	HOG000218236,,270,,269,,NA
Q7UB34	HOG000286135,,200,,199,,NA
Q7UBD3	HOG000037300,,763,,742,,NA
Q7UBI7	HOG000256491,,356,,354,,NA
Q7UBI8	HOG000237584,,523,,509,,NA
Q7UBT0	HOG000249396,,226,,225,,NA
Q7UBU3	HOG000156964,,612,,489,,NA
Q7UBW5	HOG000218211,,1348,,965,,NA
Q7UC56	HOG000276177,,193,,190,,NA
Q7UCT6	HOG000217450,,562,,357,,NA
Q7UDL2	HOG000246369,,320,,305,,NA
Q7WLU9	HOG000270156,,961,,487,,NA
Q7WY61	HOG000040383,,254,,252,,NA
Q7ZAM1	HOG000278243,,149,,148,,NA
Q81WK7	HOG000058075,,216,,212,,NA
Q81ZL3	N/A,,N/A,,N/A,,N/A
Q81ZL7	N/A,,N/A,,N/A,,N/A
Q81ZM2	N/A,,N/A,,N/A,,N/A
Q81ZM8	N/A,,N/A,,N/A,,N/A
Q81ZN9	N/A,,N/A,,N/A,,N/A
Q81ZS9	N/A,,N/A,,N/A,,N/A
Q81ZT5	N/A,,N/A,,N/A,,N/A
Q81ZT8	N/A,,N/A,,N/A,,N/A
Q81ZU1	N/A,,N/A,,N/A,,N/A
Q821A6	HOG000007368,,401,,395,,NA
Q821C1	HOG000020210,,1290,,999,,NA
Q821C2	HOG000226972,,915,,834,,NA
Q836B3	N/A,,N/A,,N/A,,N/A
Q83IM5	HOG000020094,,689,,518,,NA
Q83IP5	HOG000218083,,170,,136,,NA
Q83IP6	HOG000137785,,278,,273,,NA
Q83IR6	HOG000044954,,2132,,1168,,NA
Q83IS3	HOG000247937,,601,,532,,NA
Q83IT3	HOG000218110,,535,,483,,NA
Q83IY3	HOG000283476,,1080,,1069,,NA
Q83J15	HOG000037974,,403,,398,,NA
Q83J38	HOG000264302,,376,,374,,NA
Q83J89	HOG000239197,,781,,553,,NA
Q83JA5	HOG000059940,,852,,759,,NA
Q83JB3	HOG000290518,,463,,405,,NA
Q83JC3	HOG000231585,,1596,,1188,,NA
Q83JC4	HOG000229290,,2011,,1346,,NA
Q83JF0	N/A,,N/A,,N/A,,N/A
Q83JF9	HOG000076907,,485,,481,,NA
Q83JH9	HOG000263918,,200,,156,,NA
Q83JW6	HOG000247137,,232,,231,,NA
Q83JW7	HOG000040580,,163,,162,,NA
Q83JY2	HOG000122500,,383,,381,,NA
Q83K06	HOG000261719,,370,,356,,NA
Q83K21	HOG000281256,,156,,155,,NA
Q83K44	HOG000018072,,961,,945,,NA
Q83K48	N/A,,N/A,,N/A,,N/A
Q83K86	HOG000274469,,361,,318,,NA
Q83K95	HOG000012240,,687,,500,,NA
Q83KA8	N/A,,N/A,,N/A,,N/A
Q83KD8	HOG000275814,,202,,196,,NA
Q83KK3	HOG000228371,,414,,396,,NA
Q83KQ3	HOG000247212,,501,,453,,NA
Q83KR7	N/A,,N/A,,N/A,,N/A
Q83KS7	HOG000013323,,419,,407,,NA
Q83KT5	N/A,,N/A,,N/A,,N/A
Q83KW2	HOG000069112,,892,,863,,NA
Q83KX8	HOG000256309,,461,,450,,NA
Q83L36	HOG000292085,,492,,487,,NA
Q83L37	HOG000242675,,1220,,1210,,NA
Q83LF6	HOG000044955,,371,,359,,NA
Q83LF7	HOG000218046,,840,,748,,NA
Q83LJ2	N/A,,N/A,,N/A,,N/A
Q83LN3	HOG000284928,,307,,291,,NA
Q83LN4	N/A,,N/A,,N/A,,N/A
Q83LX5	HOG000200747,,866,,773,,NA
Q83LY1	HOG000218839,,923,,487,,NA
Q83LY3	HOG000224767,,1307,,1211,,NA
Q83M12	N/A,,N/A,,N/A,,N/A
Q83M42	HOG000036776,,1167,,1085,,NA
Q83ME5	HOG000078427,,1083,,1018,,NA
Q83MF6	HOG000049094,,1397,,1242,,NA
Q83MH2	HOG000246402,,1109,,1000,,NA
Q83MH5	HOG000228136,,1102,,755,,NA
Q83MJ8	HOG000231223,,455,,452,,NA
Q83MN1	HOG000100288,,1195,,1177,,NA
Q83P35	HOG000256551,,216,,215,,NA
Q83P38	HOG000281484,,156,,155,,NA
Q83PC2	HOG000207015,,1265,,1237,,NA
Q83PE8	HOG000163613,,201,,197,,NA
Q83PF4	HOG000009832,,371,,368,,NA
Q83PG1	HOG000261344,,210,,199,,NA
Q83PG4	HOG000227663,,679,,612,,NA
Q83PJ7	HOG000221012,,494,,492,,NA
Q83PP2	HOG000167987,,392,,388,,NA
Q83PR3	HOG000136700,,2735,,1028,,NA
Q83PV3	HOG000283037,,731,,683,,NA
Q83PY5	HOG000205046,,1240,,1217,,NA
Q83PY6	HOG000164573,,1258,,1232,,NA
Q83PY9	HOG000231311,,1252,,1236,,NA
Q83Q07	HOG000019802,,1205,,1193,,NA
Q83Q14	HOG000019084,,988,,831,,NA
Q83QA2	HOG000239369,,701,,645,,NA
Q83QD0	HOG000270787,,448,,257,,NA
Q83QD5	HOG000029868,,333,,331,,NA
Q83QD9	HOG000282025,,338,,310,,NA
Q83QE0	HOG000218418,,228,,223,,NA
Q83QK4	HOG000228136,,1102,,755,,NA
Q83QL1	HOG000223964,,1176,,1154,,NA
Q83QN4	HOG000084045,,477,,437,,NA
Q83QN9	HOG000274007,,183,,182,,NA
Q83QQ5	HOG000060335,,829,,815,,NA
Q83QQ8	HOG000218142,,195,,194,,NA
Q83QR1	HOG000234432,,228,,227,,NA
Q83QR3	HOG000248672,,548,,541,,NA
Q83QS6	HOG000228264,,993,,838,,NA
Q83QT8	HOG000247761,,121,,120,,NA
Q83QV0	HOG000031441,,264,,240,,NA
Q83QZ5	HOG000228601,,457,,424,,NA
Q83R04	HOG000224614,,1038,,1027,,NA
Q83R64	N/A,,N/A,,N/A,,N/A
Q83R90	HOG000271505,,3917,,751,,NA
Q83RC0	HOG000218815,,147,,144,,NA
Q83RE8	N/A,,N/A,,N/A,,N/A
Q83RG1	HOG000035046,,1387,,1281,,NA
Q83RJ4	HOG000290475,,121,,36,,NA
Q83RN5	HOG000237353,,446,,352,,NA
Q83RP1	HOG000109650,,371,,369,,NA
Q83RP2	HOG000210452,,190,,182,,NA
Q83RR8	HOG000085950,,556,,510,,NA
Q83RU3	HOG000288261,,253,,217,,NA
Q83RX5	HOG000218371,,268,,267,,NA
Q83RX6	HOG000225103,,963,,864,,NA
Q83S00	HOG000010001,,116,,115,,NA
Q83S18	HOG000293092,,307,,269,,NA
Q83S42	HOG000073580,,1245,,1229,,NA
Q83S54	N/A,,N/A,,N/A,,N/A
Q83SD5	HOG000260000,,146,,145,,NA
Q83SE1	HOG000216890,,552,,429,,NA
Q83SE5	HOG000060730,,523,,500,,NA
Q83SE6	HOG000031989,,611,,606,,NA
Q83SG2	HOG000012988,,566,,503,,NA
Q83SM9	HOG000165756,,305,,232,,NA
Q83SN2	HOG000218168,,1054,,966,,NA
Q83SN7	HOG000049778,,884,,709,,NA
Q83SP1	HOG000021112,,929,,887,,NA
Q83SQ0	HOG000218450,,176,,175,,NA
Q84EC7	HOG000228754,,100,,100,,NA
Q84F84	N/A,,N/A,,N/A,,N/A
Q8CJR0	HOG000017847,,1618,,847,,NA
Q8CJR6	HOG000076952,,1091,,1046,,NA
Q8CJR8	HOG000053940,,5,,5,,NA
Q8CK13	HOG000063531,,804,,658,,NA
Q8CWP9	HOG000048536,,256,,253,,NA
Q8CXS7	HOG000245710,,1613,,1305,,NA
Q8CY87	HOG000090079,,404,,401,,NA
Q8DR55	HOG000235207,,50,,50,,NA
Q8E1E6	HOG000090079,,404,,401,,NA
Q8E3U4	HOG000050564,,521,,514,,NA
Q8E6N7	HOG000049094,,1397,,1242,,NA
Q8EIX3	HOG000268726,,42,,39,,NA
Q8EXC5	HOG000004133,,438,,360,,NA
Q8EXH1	HOG000144441,,2,,2,,NA
Q8EYN0	HOG000040124,,6,,6,,NA
Q8F1E5	HOG000143988,,2,,2,,NA
Q8F1E7	HOG000054513,,9,,8,,NA
Q8F1I5	HOG000117907,,4,,4,,NA
Q8F1N3	N/A,,N/A,,N/A,,N/A
Q8F1N6	HOG000270156,,961,,487,,NA
Q8F1Q9	HOG000040543,,6,,6,,NA
Q8F1R0	HOG000117507,,4,,4,,NA
Q8F3D4	HOG000117705,,4,,4,,NA
Q8F3G9	HOG000270156,,961,,487,,NA
Q8F425	HOG000278475,,10,,10,,NA
Q8F491	HOG000268676,,728,,601,,NA
Q8F563	N/A,,N/A,,N/A,,N/A
Q8F663	HOG000232168,,544,,518,,NA
Q8F689	HOG000225352,,58,,53,,NA
Q8F6H8	HOG000040074,,6,,6,,NA
Q8F6H9	HOG000040608,,6,,6,,NA
Q8F6K1	HOG000242861,,710,,702,,NA
Q8F6U4	HOG000117802,,4,,4,,NA
Q8F6Y5	HOG000118050,,3,,3,,NA
Q8F701	HOG000115440,,988,,899,,NA
Q8F7T3	HOG000117944,,5,,3,,NA
Q8F7V3	HOG000270156,,961,,487,,NA
Q8F850	HOG000143803,,5,,2,,NA
Q8F8A5	HOG000270156,,961,,487,,NA
Q8F8D0	HOG000036426,,48,,46,,NA
Q8F9U8	HOG000295765,,29,,25,,NA
Q8GP19	N/A,,N/A,,N/A,,N/A
Q8GP20	N/A,,N/A,,N/A,,N/A
Q8KX25	HOG000187907,,1107,,539,,NA
Q8NQJ3	HOG000242873,,136,,130,,NA
Q8NU97	HOG000037187,,424,,140,,NA
Q8NU98	HOG000037185,,219,,209,,NA
Q8PEJ1	HOG000039028,,7,,7,,NA
Q8PEL1	N/A,,N/A,,N/A,,N/A
Q8PEM1	HOG000116698,,174,,151,,NA
Q8PER7	HOG000039344,,35,,20,,NA
Q8PES0	HOG000218231,,228,,227,,NA
Q8PEV9	HOG000031216,,248,,104,,NA
Q8PEW2	HOG000112026,,139,,77,,NA
Q8PEX7	HOG000060740,,20,,9,,NA
Q8PF94	HOG000080923,,16,,16,,NA
Q8PFF4	HOG000087852,,816,,568,,NA
Q8PFG9	HOG000039747,,4,,4,,NA
Q8PFX5	HOG000241406,,201,,152,,NA
Q8PG87	HOG000062543,,130,,100,,NA
Q8PGB3	HOG000146841,,89,,86,,NA
Q8PGG6	HOG000215912,,433,,424,,NA
Q8PGJ4	HOG000082707,,957,,830,,NA
Q8PGK4	N/A,,N/A,,N/A,,N/A
Q8PGN7	HOG000268679,,672,,582,,NA
Q8PGS0	HOG000039544,,8,,8,,NA
Q8PH13	HOG000224484,,604,,579,,NA
Q8PH73	HOG000041138,,411,,343,,NA
Q8PH84	HOG000289946,,80,,80,,NA
Q8PHY0	HOG000039204,,13,,13,,NA
Q8PHZ9	HOG000220189,,94,,94,,NA
Q8PI16	HOG000260707,,154,,137,,NA
Q8PI44	HOG000274434,,334,,269,,NA
Q8PIB8	HOG000280153,,211,,169,,NA
Q8PIH1	HOG000043830,,101,,82,,NA
Q8PII6	HOG000278318,,28,,28,,NA
Q8PIN6	HOG000224958,,13,,6,,NA
Q8PIR2	HOG000279527,,29,,26,,NA
Q8PIR5	HOG000038996,,20,,19,,NA
Q8PIV6	HOG000288459,,29,,28,,NA
Q8PJ00	HOG000245572,,339,,238,,NA
Q8PJ02	HOG000223555,,39,,20,,NA
Q8PJ03	HOG000291594,,185,,63,,NA
Q8PJ43	HOG000228264,,993,,838,,NA
Q8PJH6	HOG000217841,,1582,,368,,NA
Q8PJT7	HOG000064433,,8,,8,,NA
Q8PJW6	HOG000195603,,82,,72,,NA
Q8PKC0	HOG000219423,,67,,56,,NA
Q8PKC8	HOG000039173,,4,,2,,NA
Q8PKH6	N/A,,N/A,,N/A,,N/A
Q8PKI7	HOG000219407,,75,,61,,NA
Q8PKL5	HOG000201826,,309,,166,,NA
Q8PKQ1	HOG000039424,,17,,17,,NA
Q8PKW6	HOG000230913,,341,,327,,NA
Q8PKZ3	HOG000264370,,270,,262,,NA
Q8PL31	HOG000255144,,1044,,558,,NA
Q8PL68	HOG000136246,,2010,,539,,NA
Q8PLM3	HOG000216977,,39,,30,,NA
Q8PLW4	HOG000097218,,467,,390,,NA
Q8PLW8	HOG000267326,,85,,76,,NA
Q8PM69	N/A,,N/A,,N/A,,N/A
Q8PMD8	N/A,,N/A,,N/A,,N/A
Q8PMI4	HOG000221454,,793,,429,,NA
Q8PMM9	HOG000039610,,5,,5,,NA
Q8PMV4	HOG000223640,,612,,393,,NA
Q8PNB1	HOG000039792,,8,,5,,NA
Q8PNI0	HOG000058041,,797,,637,,NA
Q8PNI3	HOG000261409,,353,,265,,NA
Q8PNK9	HOG000021113,,1480,,810,,NA
Q8PNP1	HOG000039444,,17,,17,,NA
Q8PNS2	HOG000231364,,723,,715,,NA
Q8PNS3	HOG000248766,,464,,462,,NA
Q8PNS9	HOG000218386,,735,,728,,NA
Q8PNT1	HOG000248813,,1200,,1172,,NA
Q8PNT4	HOG000082123,,1412,,1290,,NA
Q8PNY2	HOG000169462,,383,,368,,NA
Q8PP38	HOG000134568,,392,,284,,NA
Q8PP39	HOG000164732,,63,,62,,NA
Q8PP73	HOG000056905,,7,,7,,NA
Q8PP84	HOG000227986,,639,,484,,NA
Q8PPR3	HOG000228588,,511,,490,,NA
Q8PPT4	HOG000225379,,6,,6,,NA
Q8PPZ1	HOG000076290,,1958,,1332,,NA
Q8PQ14	HOG000039056,,5,,5,,NA
Q8PQ24	HOG000233514,,4488,,805,,NA
Q8PQ68	HOG000066543,,147,,140,,NA
Q8PQ72	HOG000039045,,8,,8,,NA
Q8PQN1	HOG000038990,,15,,15,,NA
Q8PQN2	HOG000223555,,39,,20,,NA
Q8PQQ4	HOG000236814,,31,,25,,NA
Q8PR77	N/A,,N/A,,N/A,,N/A
Q8PRE0	HOG000038764,,576,,550,,NA
Q8PS33	N/A,,N/A,,N/A,,N/A
Q8PT38	HOG000034820,,5387,,916,,NA
Q8PTF7	N/A,,N/A,,N/A,,N/A
Q8PTP5	HOG000228372,,15,,12,,NA
Q8PTU7	HOG000133332,,4,,3,,NA
Q8PU20	HOG000227939,,66,,66,,NA
Q8PUB6	HOG000075156,,230,,217,,NA
Q8PUQ8	HOG000109413,,97,,96,,NA
Q8PUQ9	HOG000222951,,54,,53,,NA
Q8PUV5	HOG000283248,,42,,41,,NA
Q8PV69	HOG000121533,,2,,2,,NA
Q8PVK0	HOG000228238,,142,,117,,NA
Q8PX75	HOG000224682,,99,,97,,NA
Q8PXA9	HOG000110408,,105,,98,,NA
Q8PXT3	HOG000283477,,1321,,990,,NA
Q8PXU9	HOG000087588,,6,,6,,NA
Q8PXV7	HOG000229395,,30,,30,,NA
Q8PZB5	HOG000133563,,11,,6,,NA
Q8Q0G7	HOG000133215,,62,,4,,NA
Q8Q0G9	HOG000109491,,52,,46,,NA
Q8Q0P3	HOG000224803,,634,,602,,NA
Q8R6T1	N/A,,N/A,,N/A,,N/A
Q8R783	HOG000053217,,4,,4,,NA
Q8R7V8	HOG000111560,,1274,,1250,,NA
Q8R8L6	N/A,,N/A,,N/A,,N/A
Q8R8Q1	HOG000279288,,20,,20,,NA
Q8R910	HOG000278399,,618,,503,,NA
Q8R964	HOG000071679,,1102,,818,,NA
Q8R967	HOG000072173,,542,,524,,NA
Q8R9D4	HOG000034813,,6285,,953,,NA
Q8R9G5	HOG000282686,,1755,,1073,,NA
Q8R9S4	HOG000220466,,965,,921,,NA
Q8RAC9	HOG000229265,,812,,806,,NA
Q8RAH3	HOG000040383,,254,,252,,NA
Q8RAR7	HOG000228370,,1022,,990,,NA
Q8RB35	HOG000044618,,18,,16,,NA
Q8RB43	HOG000039664,,517,,463,,NA
Q8RBD0	HOG000136359,,59,,53,,NA
Q8RBD2	HOG000257750,,398,,274,,NA
Q8RBE3	HOG000098010,,170,,168,,NA
Q8RBV3	HOG000220335,,326,,96,,NA
Q8RCJ1	N/A,,N/A,,N/A,,N/A
Q8RCZ5	HOG000132927,,268,,145,,NA
Q8RD14	N/A,,N/A,,N/A,,N/A
Q8RDJ3	HOG000265621,,1727,,739,,NA
Q8RDL1	HOG000033867,,128,,118,,NA
Q8TSY2	N/A,,N/A,,N/A,,N/A
Q8TZX0	HOG000225999,,94,,94,,NA
Q8VKS0	N/A,,N/A,,N/A,,N/A
Q8VKS5	HOG000041137,,1200,,712,,NA
Q8VQA0	N/A,,N/A,,N/A,,N/A
Q8VSB2	N/A,,N/A,,N/A,,N/A
Q8VSC3	HOG000264729,,881,,711,,NA
Q8X3W8	HOG000156964,,612,,489,,NA
Q8X405	HOG000009963,,7,,7,,NA
Q8X492	HOG000274007,,183,,182,,NA
Q8X4E2	N/A,,N/A,,N/A,,N/A
Q8X4K9	N/A,,N/A,,N/A,,N/A
Q8X4P8	HOG000009338,,335,,246,,NA
Q8X4T7	N/A,,N/A,,N/A,,N/A
Q8X4V5	HOG000020210,,1290,,999,,NA
Q8X505	N/A,,N/A,,N/A,,N/A
Q8X5C4	HOG000257487,,183,,182,,NA
Q8X5E9	N/A,,N/A,,N/A,,N/A
Q8X5H9	HOG000010001,,116,,115,,NA
Q8X5N5	N/A,,N/A,,N/A,,N/A
Q8X5V1	N/A,,N/A,,N/A,,N/A
Q8X5V5	N/A,,N/A,,N/A,,N/A
Q8X5Z8	N/A,,N/A,,N/A,,N/A
Q8X600	N/A,,N/A,,N/A,,N/A
Q8X611	HOG000230372,,526,,433,,NA
Q8X6M8	HOG000124324,,121,,120,,NA
Q8X6S3	N/A,,N/A,,N/A,,N/A
Q8X6Z6	HOG000269640,,198,,197,,NA
Q8X722	N/A,,N/A,,N/A,,N/A
Q8X733	HOG000271471,,595,,542,,NA
Q8X737	N/A,,N/A,,N/A,,N/A
Q8X743	HOG000238648,,287,,226,,NA
Q8X7C5	N/A,,N/A,,N/A,,N/A
Q8X7C9	N/A,,N/A,,N/A,,N/A
Q8X7F2	N/A,,N/A,,N/A,,N/A
Q8X7H3	N/A,,N/A,,N/A,,N/A
Q8X7H4	HOG000263918,,200,,156,,NA
Q8X7L9	HOG000153997,,283,,178,,NA
Q8X7M9	N/A,,N/A,,N/A,,N/A
Q8X7N4	HOG000246356,,1050,,1003,,NA
Q8X7N8	N/A,,N/A,,N/A,,N/A
Q8X7P7	HOG000266034,,25,,25,,NA
Q8X7T4	HOG000011232,,240,,199,,NA
Q8X7V5	HOG000118144,,94,,93,,NA
Q8X7X0	N/A,,N/A,,N/A,,N/A
Q8X825	HOG000239957,,568,,549,,NA
Q8X8G1	N/A,,N/A,,N/A,,N/A
Q8X8G9	HOG000002380,,174,,173,,NA
Q8X8H0	HOG000009832,,371,,368,,NA
Q8X8I5	N/A,,N/A,,N/A,,N/A
Q8X8J5	N/A,,N/A,,N/A,,N/A
Q8X8L3	N/A,,N/A,,N/A,,N/A
Q8X8T9	HOG000276591,,263,,262,,NA
Q8X8W2	HOG000076893,,872,,866,,NA
Q8X8Y7	HOG000003295,,533,,525,,NA
Q8X8Z9	N/A,,N/A,,N/A,,N/A
