Protein	MSA ID
Q9UXD0	MSA0715
Q9UXG1	MSA0591
Q9V2T5	MSA0308
Q9V2V5	MSA0416
Q9V2V6	MSA0416
Q9WVX8	N/A
Q9WXK8	N/A
Q9X2T1	N/A
Q9X469	N/A
Q9X7Q1	N/A
Q9X7U9	N/A
Q9X819	N/A
Q9X880	N/A
Q9X881	N/A
Q9X894	N/A
Q9X8I1	N/A
Q9X8I3	N/A
Q9X8I4	N/A
Q9X8L9	N/A
Q9X8N1	N/A
Q9X908	N/A
Q9X9V2	N/A
Q9XA02	N/A
Q9XA05	N/A
Q9XA14	N/A
Q9XA29	N/A
Q9XA50	N/A
Q9XA56	N/A
Q9XAC1	N/A
Q9XAI5	N/A
Q9XAQ6	N/A
Q9XAR2	N/A
Q9XCG9	N/A
Q9XCH4	N/A
Q9Z3S1	MSA0255
Q9Z572	N/A
Q9Z687	MSA0041
Q9Z688	MSA0172
Q9ZBR7	N/A
Q9ZBS6	N/A
Q9ZBT3	N/A
Q9ZGI2	N/A
Q9ZGI3	N/A
Q9ZHS1	N/A
Q9ZI13	N/A
Q9ZII0	N/A
Q9ZNH4	N/A
R4Z877	N/A
S8FKN2	N/A
S8FLW7	N/A
S8FR56	N/A
S8GXK9	N/A
S8H2B1	N/A
U5UDB7	N/A
V9P497	N/A
W9BCI4	N/A
W9BMW5	N/A
W9BP09	N/A
X5KFI1	N/A
