Protein	Description
Q8PKC8	XAXO190486:XAC_RS11420-MONOMER
Q8PKH6	N/A
Q8PKI7	N/A
Q8PKL5	XAXO190486:XAC_RS10955-MONOMER
Q8PKQ1	N/A
Q8PKW6	XAXO190486:XAC_RS10380-MONOMER
Q8PKZ3	N/A
Q8PL31	XAXO190486:XAC_RS10045-MONOMER
Q8PL68	XAXO190486:XAC_RS09865-MONOMER
Q8PLM3	N/A
Q8PLW4	XAXO190486:XAC_RS08535-MONOMER
Q8PLW8	XAXO190486:XAC_RS08515-MONOMER
Q8PM69	N/A
Q8PMD8	N/A
Q8PMI4	XAXO190486:XAC_RS07380-MONOMER
Q8PMM9	N/A
Q8PMV4	XAXO190486:XAC_RS06750-MONOMER
Q8PNB1	XAXO190486:XAC_RS23150-MONOMER
Q8PNI0	XAXO190486:XAC_RS05555-MONOMER
Q8PNI3	XAXO190486:XAC_RS05520-MONOMER
Q8PNK9	XAXO190486:XAC_RS05350-MONOMER
Q8PNP1	XAXO190486:XAC_RS05180-MONOMER
Q8PNS2	XAXO190486:XAC_RS04985-MONOMER
Q8PNS3	XAXO190486:XAC_RS04980-MONOMER
Q8PNS9	XAXO190486:XAC_RS04945-MONOMER
Q8PNT1	XAXO190486:XAC_RS04935-MONOMER
Q8PNT4	XAXO190486:XAC_RS04920-MONOMER
Q8PNY2	XAXO190486:XAC_RS04650-MONOMER
Q8PP38	XAXO190486:XAC_RS04370-MONOMER
Q8PP39	XAXO190486:XAC_RS04365-MONOMER
Q8PP73	XAXO190486:XAC_RS04200-MONOMER
Q8PP84	XAXO190486:XAC_RS04145-MONOMER
Q8PPR3	XAXO190486:XAC_RS03235-MONOMER
Q8PPT4	N/A
Q8PPZ1	XAXO190486:XAC_RS02825-MONOMER
Q8PQ14	XAXO190486:XAC_RS02700-MONOMER
Q8PQ24	XAXO190486:XAC_RS02645-MONOMER
Q8PQ68	XAXO190486:XAC_RS02400-MONOMER
Q8PQ72	N/A
Q8PQN1	XAXO190486:XAC_RS01525-MONOMER
Q8PQN2	XAXO190486:XAC_RS01520-MONOMER
Q8PQQ4	XAXO190486:XAC_RS01395-MONOMER
Q8PR77	N/A
Q8PRE0	XAXO190486:XAC_RS00120-MONOMER
Q8PS33	MMAZ192952:G1FZI-3400-MONOMER
Q8PT38	N/A
Q8PTF7	N/A
Q8PTP5	MMAZ192952:G1FZI-2780-MONOMER
Q8PTU7	MMAZ192952:G1FZI-2721-MONOMER
Q8PU20	MMAZ192952:G1FZI-2643-MONOMER
Q8PUB6	MMAZ192952:G1FZI-2523-MONOMER
Q8PUQ8	MMAZ192952:G1FZI-2370-MONOMER
Q8PUQ9	N/A
Q8PUV5	MMAZ192952:G1FZI-2317-MONOMER
Q8PV69	MMAZ192952:G1FZI-2197-MONOMER
Q8PVK0	MMAZ192952:G1FZI-2048-MONOMER
Q8PX75	MMAZ192952:G1FZI-1404-MONOMER
Q8PXA9	N/A
Q8PXT3	MMAZ192952:G1FZI-1185-MONOMER
Q8PXU9	MMAZ192952:G1FZI-1169-MONOMER
Q8PXV7	MMAZ192952:G1FZI-1161-MONOMER
Q8PZB5	N/A
Q8Q0G7	N/A
Q8Q0G9	MMAZ192952:G1FZI-185-MONOMER
Q8Q0P3	MMAZ192952:G1FZI-96-MONOMER
Q8R6T1	N/A
Q8R783	TTEN273068:G1FZJ-2732-MONOMER
Q8R7V8	TTEN273068:G1FZJ-2395-MONOMER
Q8R8L6	TTEN273068:G1FZJ-2093-MONOMER
Q8R8Q1	TTEN273068:G1FZJ-2057-MONOMER
Q8R910	TTEN273068:G1FZJ-1939-MONOMER
Q8R964	TTEN273068:G1FZJ-1883-MONOMER
Q8R967	TTEN273068:G1FZJ-1880-MONOMER
Q8R9D4	TTEN273068:G1FZJ-1784-MONOMER
Q8R9G5	TTEN273068:G1FZJ-1744-MONOMER
Q8R9S4	TTEN273068:G1FZJ-1610-MONOMER
Q8RAC9	TTEN273068:G1FZJ-1390-MONOMER
Q8RAH3	N/A
Q8RAR7	TTEN273068:G1FZJ-1205-MONOMER
Q8RB35	N/A
Q8RB43	TTEN273068:G1FZJ-1039-MONOMER
Q8RBD0	MetaCyc:MONOMER-16341;;TTEN273068:G1FZJ-946-MONOMER
Q8RBD2	TTEN273068:G1FZJ-944-MONOMER
Q8RBE3	TTEN273068:G1FZJ-928-MONOMER
Q8RBV3	TTEN273068:G1FZJ-743-MONOMER
Q8RCJ1	TTEN273068:G1FZJ-465-MONOMER
Q8RCZ5	N/A
Q8RD14	N/A
Q8RDJ3	TTEN273068:G1FZJ-35-MONOMER
Q8RDL1	TTEN273068:G1FZJ-6-MONOMER
Q8TSY2	MACE188937:G1FZT-703-MONOMER
Q8TZX0	PFUR186497:G1FZR-1914-MONOMER
Q8VKS0	MTBCDC1551:GT3Z-4382-MONOMER
Q8VKS5	MTBCDC1551:GT3Z-4351-MONOMER
Q8VQA0	N/A
Q8VSB2	N/A
Q8VSC3	N/A
Q8X3W8	N/A
Q8X405	ECOO157:Z3939-MONOMER
Q8X492	ECOO157:ZIPA-MONOMER
Q8X4E2	ECOO157:Z2080-MONOMER
Q8X4K9	ECOO157:YHJE-MONOMER
Q8X4P8	ECOO157:FUMA-MONOMER
Q8X4T7	ECOO157:WZY-MONOMER
Q8X4V5	ECOO157:HEML-MONOMER
Q8X505	ECOO157:YDFG-MONOMER
Q8X5C4	ECOO157:Z3594-MONOMER
Q8X5E9	ECOO157:Z0342-MONOMER
Q8X5H9	ECOO157:FTSK-MONOMER
Q8X5N5	ECOO157:CHUX-MONOMER
Q8X5V1	ECOO157:TYRB-MONOMER
Q8X5V5	ECOO157:YJBO-MONOMER
Q8X5Z8	ECOO157:METH-MONOMER
Q8X600	ECOO157:YNHD-MONOMER
Q8X611	ECOO157:PURH-MONOMER
Q8X6M8	ECOO157:PTR-MONOMER
Q8X6S3	ECOO157:YBJC-MONOMER
Q8X6Z6	ECOO157:GLPG-MONOMER
Q8X722	ECOO157:ICDA-MONOMER
Q8X733	ECOO157:PCKA-MONOMER
Q8X737	ECOO157:PURB-MONOMER
Q8X743	ECOO157:PPC-MONOMER
Q8X7C5	ECOO157:TOPA-MONOMER
Q8X7C9	ECOO157:YCIH-MONOMER
Q8X7F2	ECOO157:SAPC-MONOMER
Q8X7H3	ECOO157:Z3260-MONOMER
Q8X7H4	ECOO157:GATZ-MONOMER
Q8X7L9	N/A
Q8X7M9	ECOO157:WCAD-MONOMER
Q8X7N4	ECOO157:PROA-MONOMER
Q8X7N8	ECOO157:PEPD-MONOMER
Q8X7P7	ECOO157:Z3206-MONOMER;;MetaCyc:MONOMER-18065
Q8X7T4	ECOO157:YGCP-MONOMER
Q8X7V5	ECOO157:YBIO-MONOMER
Q8X7X0	ECOO157:YBII-MONOMER
Q8X825	ECOO157:BIOB-MONOMER
Q8X8G1	ECOO157:Z4650-MONOMER
Q8X8G9	ECOO157:YIHI-MONOMER
Q8X8H0	N/A
Q8X8I5	ECOO157:FABG-MONOMER
Q8X8J5	ECOO157:RNE-MONOMER
Q8X8L3	ECOO157:G7E-1-MONOMER
Q8X8T9	ECOO157:SBCB-MONOMER
Q8X8W2	ECOO157:PROS-MONOMER
Q8X8Y7	ECOO157:DAPD-MONOMER
Q8X8Z9	ECOO157:FHUC-MONOMER
Q8X902	N/A
Q8X903	ECOO157:MRCB-MONOMER
Q8X966	ECOO157:ACEF-MONOMER
Q8X984	ECOO157:GUAC-MONOMER
Q8X996	ECOO157:SECA-MONOMER
Q8X9B0	ECOO157:GLTA-MONOMER
Q8X9L1	ECOO157:FOLP-MONOMER
Q8X9T7	ECOO157:Z2309-MONOMER
Q8X9V2	ECOO157:YDCH-MONOMER
Q8XA02	N/A
Q8XA55	ECOO157:GLYA-MONOMER
Q8XAA8	ECOO157:Z3776-MONOMER
Q8XAC5	ECOO157:PURM-MONOMER
Q8XAQ4	ECOO157:Z1533-MONOMER
Q8XAT3	ECOO157:PUTP-MONOMER
Q8XAT4	ECOO157:RHLB-MONOMER
Q8XB28	ECOO157:SMS-MONOMER
Q8XB34	N/A
Q8XB62	ECOO157:Z3071-MONOMER
Q8XBF4	ECOO157:Z3719-MONOMER
Q8XBJ9	ECOO157:ASNB-MONOMER
Q8XBR3	ECOO157:Z3644-MONOMER
Q8XBV3	ECOO157:ENTE-MONOMER
Q8XC28	N/A
Q8XC76	ECOO157:Z5897-MONOMER
Q8XC86	ECOO157:ESPB-MONOMER
Q8XCA9	ECOO157:Z2040-MONOMER
Q8XCD0	ECOO157:YJGF-MONOMER
Q8XCF9	ECOO157:CHEB-MONOMER
Q8XCG0	ECOO157:CHEZ-MONOMER
Q8XCI5	ECOO157:YECN-MONOMER
Q8XCU8	ECOO157:PTA-MONOMER
Q8XCV0	ECOO157:YQGF-MONOMER
Q8XCW5	ECOO157:Z3551-MONOMER
Q8XD03	ECOO157:G7E-3-MONOMER
Q8XD33	ECOO157:GCVP-MONOMER
Q8XD88	ECOO157:GMK-MONOMER
Q8XDD5	ECOO157:RFAF-MONOMER
Q8XDE7	ECOO157:KDSA-MONOMER
Q8XDE9	N/A
Q8XDF3	ECOO157:ASPC-MONOMER
Q8XDF5	ECOO157:YCBB-MONOMER
Q8XDF6	ECOO157:YIBK-MONOMER
Q8XDG0	ECOO157:MUKB-MONOMER
Q8XDL9	ECOO157:VACB-MONOMER
Q8XDP3	ECOO157:BISC-MONOMER
Q8XDR9	ECOO157:Z5745-MONOMER
Q8XDS0	N/A
Q8XDW4	ECOO157:Z2800-MONOMER
Q8XDW9	ECOO157:GDHA-MONOMER
Q8XE27	ECOO157:THRS-MONOMER
Q8XE60	ECOO157:LON-MONOMER
Q8XE67	ECOO157:YEJO-MONOMER
Q8XE69	ECOO157:RPLY-MONOMER
Q8XEA7	ECOO157:SERC-MONOMER
Q8XEB4	ECOO157:PFLB-MONOMER
Q8XEG2	ECOO157:GLMS-MONOMER
Q8Y3P9	LMON169963:LMO2785-MONOMER
Q8Y3T4	LMON169963:LMO2747-MONOMER
Q8Y3Z5	LMON169963:LMO2683-MONOMER
Q8Y421	LMON169963:LMO2654-MONOMER
Q8Y422	LMON169963:LMO2653-MONOMER
Q8Y423	LMON169963:LMO2652-MONOMER
Q8Y424	LMON169963:LMO2651-MONOMER
Q8Y436	LMON169963:LMO2637-MONOMER
Q8Y444	LMON169963:LMO2617-MONOMER
Q8Y459	LMON169963:LMO2596-MONOMER
Q8Y495	LMON169963:LMO2559-MONOMER
Q8Y498	LMON169963:LMO2556-MONOMER
Q8Y4B2	LMON169963:LMO2539-MONOMER
Q8Y4B3	LMON169963:LMO2538-MONOMER
Q8Y4C0	LMON169963:LMO2531-MONOMER
Q8Y4C6	LMON169963:LMO2524-MONOMER
Q8Y4F0	LMON169963:LMO2494-MONOMER
Q8Y4F3	LMON169963:LMO2491-MONOMER
Q8Y4F7	LMON169963:LMO2487-MONOMER
Q8Y4H0	LMON169963:LMO2472-MONOMER
Q8Y4I1	LMON169963:LMO2459-MONOMER
Q8Y4I2	LMON169963:LMO2458-MONOMER
Q8Y4I4	LMON169963:LMO2456-MONOMER
Q8Y4L1	LMON169963:LMO2426-MONOMER
Q8Y4L6	LMON169963:LMO2421-MONOMER
Q8Y4M2	LMON169963:LMO2415-MONOMER
Q8Y4M3	LMON169963:LMO2414-MONOMER
Q8Y4P6	LMON169963:LMO2389-MONOMER
Q8Y4R1	LMON169963:LMO2373-MONOMER
Q8Y4R7	LMON169963:LMO2367-MONOMER
Q8Y4U6	LMON169963:LMO2335-MONOMER
Q8Y4V1	LMON169963:LMO2329-MONOMER
Q8Y4V6	LMON169963:LMO2324-MONOMER
Q8Y560	LMON169963:LMO2216-MONOMER
Q8Y563	LMON169963:LMO2213-MONOMER
Q8Y568	LMON169963:LMO2208-MONOMER
Q8Y5E6	LMON169963:LMO2118-MONOMER
Q8Y5F0	LMON169963:LMO2114-MONOMER
Q8Y5G0	LMON169963:LMO2103-MONOMER
Q8Y5H3	LMON169963:LMO2089-MONOMER
Q8Y5M1	LMON169963:LMO2036-MONOMER
Q8Y5N6	LMON169963:LMO2021-MONOMER
Q8Y5N7	LMON169963:LMO2020-MONOMER
Q8Y5N8	LMON169963:LMO2019-MONOMER
Q8Y5Q9	LMON169963:LMO1997-MONOMER
Q8Y5T8	LMON169963:LMO1967-MONOMER
Q8Y5T9	LMON169963:LMO1966-MONOMER
Q8Y5V0	LMON169963:LMO1955-MONOMER
Q8Y5V8	LMON169963:LMO1947-MONOMER
Q8Y5W6	LMON169963:LMO1939-MONOMER
Q8Y5W7	LMON169963:LMO1938-MONOMER
Q8Y5W8	LMON169963:LMO1937-MONOMER
Q8Y5X4	LMON169963:LMO1929-MONOMER
Q8Y606	LMON169963:LMO1897-MONOMER
Q8Y614	LMON169963:LMO1888-MONOMER
Q8Y629	LMON169963:LMO1871-MONOMER
Q8Y633	LMON169963:LMO1867-MONOMER
Q8Y642	LMON169963:LMO1858-MONOMER
Q8Y679	LMON169963:LMO1820-MONOMER
Q8Y680	LMON169963:LMO1819-MONOMER
Q8Y683	LMON169963:LMO1814-MONOMER
Q8Y692	LMON169963:LMO1804-MONOMER
Q8Y6C9	LMON169963:LMO1759-MONOMER
Q8Y6D0	LMON169963:LMO1758-MONOMER
Q8Y6E2	LMON169963:LMO1745-MONOMER
Q8Y6E4	LMON169963:LMO1743-MONOMER
Q8Y6E6	LMON169963:LMO1741-MONOMER
Q8Y6J3	LMON169963:LMO1691-MONOMER
Q8Y6J6	LMON169963:LMO1688-MONOMER
Q8Y6J7	LMON169963:LMO1687-MONOMER
Q8Y6K1	LMON169963:LMO1683-MONOMER
Q8Y6K9	LMON169963:LMO1675-MONOMER
Q8Y6L1	LMON169963:LMO1673-MONOMER
Q8Y6M7	LMON169963:LMO1657-MONOMER
Q8Y6N7	LMON169963:LMO1647-MONOMER
Q8Y6P8	LMON169963:LMO1636-MONOMER
Q8Y6Q0	LMON169963:LMO1634-MONOMER
Q8Y6R4	LMON169963:LMO1620-MONOMER
Q8Y6S6	LMON169963:LMO1607-MONOMER
Q8Y6S8	LMON169963:LMO1605-MONOMER
Q8Y6T2	LMON169963:LMO1600-MONOMER
Q8Y6V0	LMON169963:LMO1581-MONOMER
Q8Y6V1	LMON169963:LMO1580-MONOMER
Q8Y6W0	LMON169963:LMO1571-MONOMER
Q8Y6W1	LMON169963:LMO1570-MONOMER
Q8Y6X5	LMON169963:LMO1556-MONOMER
Q8Y6X9	LMON169963:LMO1552-MONOMER
Q8Y6Y3	LMON169963:LMO1548-MONOMER
Q8Y6Y9	LMON169963:LMO1542-MONOMER
Q8Y701	LMON169963:LMO1529-MONOMER
Q8Y731	LMON169963:LMO1492-MONOMER
Q8Y732	LMON169963:LMO1491-MONOMER
Q8Y735	LMON169963:LMO1488-MONOMER
Q8Y741	LMON169963:LMO1481-MONOMER
Q8Y742	LMON169963:LMO1479-MONOMER
Q8Y766	LMON169963:LMO1435-MONOMER
Q8Y786	LMON169963:LMO1406-MONOMER
Q8Y791	LMON169963:LMO1401-MONOMER
Q8Y7A5	LMON169963:LMO1383-MONOMER
Q8Y7B2	LMON169963:LMO1374-MONOMER
Q8Y7D3	LMON169963:LMO1350-MONOMER
Q8Y7F1	LMON169963:LMO1331-MONOMER
Q8Y7F6	LMON169963:LMO1325-MONOMER
Q8Y7G7	LMON169963:LMO1314-MONOMER
Q8Y7H4	LMON169963:LMO1305-MONOMER
Q8Y7J7	LMON169963:LMO1280-MONOMER
Q8Y7L0	LMON169963:LMO1267-MONOMER
Q8Y7L1	LMON169963:LMO1266-MONOMER
Q8Y7L9	LMON169963:LMO1255-MONOMER
Q8Y7N6	LMON169963:LMO1238-MONOMER
Q8Y7Q2	LMON169963:LMO1221-MONOMER
Q8Y822	LMON169963:LMO1096-MONOMER
Q8Y832	LMON169963:LMO1086-MONOMER
Q8Y835	LMON169963:LMO1083-MONOMER
Q8Y837	LMON169963:LMO1081-MONOMER
Q8Y846	LMON169963:LMO1072-MONOMER
Q8Y850	LMON169963:LMO1068-MONOMER
Q8Y862	LMON169963:LMO1055-MONOMER
Q8Y863	LMON169963:LMO1054-MONOMER
Q8Y864	LMON169963:LMO1053-MONOMER
Q8Y8A1	LMON169963:LMO1011-MONOMER
Q8Y8D5	LMON169963:LMO0970-MONOMER
Q8Y8E7	LMON169963:LMO0957-MONOMER
Q8Y8E9	LMON169963:LMO0955-MONOMER
Q8Y8G1	LMON169963:LMO0943-MONOMER
Q8Y8K5	LMON169963:LMO0896-MONOMER
Q8Y8K7	LMON169963:LMO0892-MONOMER
Q8Y8K9	LMON169963:LMO0889-MONOMER
Q8Y8N0	LMON169963:LMO0866-MONOMER
Q8Y8P0	LMON169963:LMO0856-MONOMER
Q8Y8W1	LMON169963:LMO0781-MONOMER
Q8Y8Z7	LMON169963:LMO0745-MONOMER
Q8Y904	LMON169963:LMO0738-MONOMER
Q8Y907	LMON169963:LMO0735-MONOMER
Q8Y912	LMON169963:LMO0730-MONOMER
Q8Y915	LMON169963:LMO0727-MONOMER
Q8Y966	LMON169963:LMO0667-MONOMER
Q8Y979	LMON169963:LMO0654-MONOMER
Q8Y9C1	LMON169963:LMO0611-MONOMER
Q8Y9H0	LMON169963:LMO0558-MONOMER
Q8Y9H5	LMON169963:LMO0553-MONOMER
Q8Y9L8	LMON169963:LMO0509-MONOMER
Q8Y9N9	LMON169963:LMO0486-MONOMER
Q8Y9Z6	LMON169963:LMO0371-MONOMER
Q8YA11	LMON169963:LMO0355-MONOMER
Q8YA52	LMON169963:LMO0310-MONOMER
Q8YA67	LMON169963:LMO0292-MONOMER
Q8YA71	LMON169963:LMO0288-MONOMER
Q8YA96	LMON169963:LMO0259-MONOMER
Q8YAA3	LMON169963:LMO0251-MONOMER
Q8YAA4	LMON169963:LMO0249-MONOMER
Q8YAB1	LMON169963:LMO0239-MONOMER
Q8YAC3	LMON169963:LMO0223-MONOMER
Q8YAC4	LMON169963:LMO0222-MONOMER
Q8YAC8	LMON169963:LMO0218-MONOMER
Q8YAD3	LMON169963:LMO0211-MONOMER
Q8YAD5	LMON169963:LMO0196-MONOMER
Q8YAE0	LMON169963:LMO0191-MONOMER
Q8YAF6	LMON169963:LMO0170-MONOMER
Q8YAM0	LMON169963:LMO0098-MONOMER
Q8YAM2	LMON169963:LMO0096-MONOMER
Q8YAM8	LMON169963:LMO0090-MONOMER
Q8YAN8	LMON169963:LMO0079-MONOMER
Q8YAR2	LMON169963:LMO0053-MONOMER
Q8YAR9	LMON169963:LMO0044-MONOMER
Q8YAT6	LMON169963:LMO0027-MONOMER
Q8YAU3	LMON169963:LMO0020-MONOMER
Q8YAW1	LMON169963:LMO0002-MONOMER
Q8ZVF7	PAER178306:GCEO-1660-MONOMER
Q926B4	SMEL266834:GJF6-4697-MONOMER
Q927L6	LMON169963:LMO2623-MONOMER
Q927L9	LMON169963:LMO2620-MONOMER
Q928S1	LMON169963:LMO2361-MONOMER
Q92A74	LMON169963:LMO1934-MONOMER
Q92AU6	LMON169963:LMO1711-MONOMER
Q92BP2	LMON169963:LMO1468-MONOMER
Q92C24	LMON169963:LMO1330-MONOMER
Q92C55	LMON169963:LMO1298-MONOMER
Q92CZ4	LMON169963:LMO1028-MONOMER
Q92D14	LMON169963:LMO1008-MONOMER
Q92EP8	LMON169963:LMO0392-MONOMER
Q92F34	LMON169963:LMO0241-MONOMER
Q92F70	LMON169963:LMO0197-MONOMER
Q92K10	SMEL266834:GJF6-2458-MONOMER
Q92K54	SMEL266834:GJF6-2125-MONOMER
Q92KQ7	SMEL266834:GJF6-470-MONOMER
Q92KY2	N/A
Q92KZ1	SMEL266834:GJF6-3395-MONOMER
Q92LB1	N/A
Q92LK7	N/A
Q92M12	N/A
Q92M81	N/A
Q92M99	N/A
Q92MD1	SMEL266834:GJF6-2757-MONOMER
Q92MX0	N/A
Q92NH9	N/A
Q92NQ1	SMEL266834:GJF6-2182-MONOMER
Q92P76	N/A
Q92PH6	SMEL266834:GJF6-1827-MONOMER
Q92Q54	N/A
Q92Q64	SMEL266834:GJF6-1519-MONOMER
Q92Q74	N/A
Q92QQ3	SMEL266834:GJF6-1280-MONOMER
Q92QW9	SMEL266834:GJF6-1199-MONOMER
Q92R51	SMEL266834:GJF6-1092-MONOMER
Q92R63	N/A
Q92S95	N/A
Q92SA9	SMEL266834:GJF6-515-MONOMER
Q92SE4	SMEL266834:GJF6-471-MONOMER
Q92SN6	N/A
Q92SW4	N/A
Q92SY9	SMEL266834:GJF6-212-MONOMER
Q92TA3	SMEL266834:GJF6-63-MONOMER
Q92TB0	N/A
Q92TC7	N/A
Q92TD5	SMEL266834:GJF6-22-MONOMER
Q92TF2	N/A
Q92TR1	SMEL266834:GJF6-4868-MONOMER
Q92U49	SMEL266834:GJF6-4723-MONOMER
Q92UG6	SMEL266834:GJF6-4594-MONOMER
Q92V36	N/A
Q92V53	SMEL266834:GJF6-4293-MONOMER
Q92W79	SMEL266834:GJF6-3897-MONOMER
Q92WA9	SMEL266834:GJF6-3865-MONOMER
Q92XE7	SMEL266834:GJF6-3444-MONOMER
Q92Y59	SMEL266834:GJF6-6028-MONOMER
Q92ZQ4	N/A
Q92ZS6	SMEL266834:GJF6-5374-MONOMER
Q92ZY4	SMEL266834:GJF6-5315-MONOMER
Q930Y6	SMEL266834:GJF6-5061-MONOMER
Q93FE6	N/A
Q93IG6	MTBH37RV:G185E-7641-MONOMER
Q93J44	N/A
Q93KQ6	N/A
Q93RW6	N/A
Q93UM1	N/A
Q97D25	CACE272562:GJIH-3633-MONOMER
Q97D48	N/A
Q97D91	CACE272562:GJIH-3566-MONOMER
Q97D94	N/A
Q97DB0	N/A
Q97DB2	N/A
Q97DT0	CACE272562:GJIH-3367-MONOMER
Q97EC4	N/A
Q97ED5	N/A
Q97EG6	N/A
Q97EG8	N/A
Q97EG9	N/A
Q97EH0	N/A
Q97EH3	N/A
Q97EH4	N/A
Q97EH5	N/A
Q97EI1	N/A
Q97EK6	N/A
Q97EM3	CACE272562:GJIH-3053-MONOMER
Q97ES0	N/A
Q97EU4	CACE272562:GJIH-2980-MONOMER
Q97EX5	CACE272562:GJIH-2950-MONOMER
Q97F13	N/A
Q97F85	N/A
Q97FM8	N/A
Q97FP8	N/A
Q97FT7	N/A
Q97GJ9	CACE272562:GJIH-2333-MONOMER
Q97GK5	N/A
Q97GM9	CACE272562:GJIH-2303-MONOMER
Q97GN4	N/A
Q97GY6	CACE272562:GJIH-2203-MONOMER;;MetaCyc:PFOCLOS-MONOMER
Q97HY8	CACE272562:GJIH-1853-MONOMER
Q97I34	CACE272562:GJIH-1808-MONOMER
Q97I38	N/A
Q97I46	N/A
Q97I51	N/A
Q97IG3	N/A
Q97IQ1	N/A
Q97IR8	N/A
Q97J91	N/A
Q97JL7	N/A
Q97JN1	N/A
Q97K67	CACE272562:GJIH-1077-MONOMER
Q97KG0	N/A
Q97KK8	CACE272562:GJIH-930-MONOMER
Q97KM5	CACE272562:GJIH-913-MONOMER
Q97L52	N/A
Q97M85	CACE272562:GJIH-347-MONOMER
Q97MD0	CACE272562:GJIH-287-MONOMER
Q97MP5	CACE272562:GJIH-155-MONOMER
Q97TU9	SSOL273057:G1FZF-1841-MONOMER;;SSOL273057:G1FZF-1940-MONOMER
Q97TV0	SSOL273057:G1FZF-1842-MONOMER;;SSOL273057:G1FZF-1939-MONOMER
Q97TV2	N/A
Q97TW3	N/A
Q97TY6	SSOL273057:G1FZF-3536-MONOMER
Q97TZ0	N/A
Q97TZ1	SSOL273057:G1FZF-3531-MONOMER
Q97U00	N/A
Q97U07	SSOL273057:G1FZF-3514-MONOMER
Q97U12	SSOL273057:G1FZF-3506-MONOMER
Q97U18	SSOL273057:G1FZF-3500-MONOMER
Q97U20	SSOL273057:G1FZF-3497-MONOMER
Q97U21	SSOL273057:G1FZF-3496-MONOMER
Q97U29	MetaCyc:MONOMER-17931;;SSOL273057:G1FZF-3487-MONOMER
Q97U42	SSOL273057:G1FZF-3474-MONOMER
Q97U46	N/A
Q97U51	SSOL273057:G1FZF-3465-MONOMER
Q97U58	N/A
Q97U72	SSOL273057:G1FZF-3438-MONOMER
Q97U73	N/A
Q97U76	SSOL273057:G1FZF-3432-MONOMER
Q97U78	SSOL273057:G1FZF-3430-MONOMER
Q97U84	N/A
Q97U90	N/A
Q97U96	MetaCyc:MONOMER-13205;;SSOL273057:G1FZF-3409-MONOMER
Q97U97	SSOL273057:G1FZF-3408-MONOMER
Q97U98	SSOL273057:G1FZF-3407-MONOMER
Q97UA1	MetaCyc:MONOMER-13207;;SSOL273057:G1FZF-3404-MONOMER
Q97UA2	N/A
Q97UA3	N/A
Q97UA6	SSOL273057:G1FZF-3399-MONOMER
Q97UA9	SSOL273057:G1FZF-3396-MONOMER
Q97UB2	SSOL273057:G1FZF-3393-MONOMER
Q97UD7	SSOL273057:G1FZF-3365-MONOMER
Q97UD8	SSOL273057:G1FZF-3364-MONOMER
Q97UE0	N/A
Q97UE2	SSOL273057:G1FZF-3361-MONOMER
Q97UE3	SSOL273057:G1FZF-3360-MONOMER
Q97UF7	SSOL273057:G1FZF-3345-MONOMER
Q97UF8	N/A
Q97UF9	N/A
Q97UG0	SSOL273057:G1FZF-3343-MONOMER
Q97UG3	SSOL273057:G1FZF-3341-MONOMER
Q97UH0	SSOL273057:G1FZF-3331-MONOMER
Q97UH8	SSOL273057:G1FZF-3323-MONOMER
Q97UH9	N/A
Q97UI2	SSOL273057:G1FZF-3317-MONOMER
Q97UI3	N/A
Q97UJ9	SSOL273057:G1FZF-3286-MONOMER
Q97UK0	SSOL273057:G1FZF-3285-MONOMER
Q97UK3	SSOL273057:G1FZF-3282-MONOMER
Q97UK8	SSOL273057:G1FZF-3275-MONOMER
Q97UK9	SSOL273057:G1FZF-3274-MONOMER
Q97UL4	SSOL273057:G1FZF-3266-MONOMER
Q97UL7	SSOL273057:G1FZF-3263-MONOMER
Q97UM6	SSOL273057:G1FZF-3252-MONOMER
Q97UM9	SSOL273057:G1FZF-3249-MONOMER
Q97UP0	SSOL273057:G1FZF-3238-MONOMER
Q97UP3	SSOL273057:G1FZF-3236-MONOMER
Q97UQ5	N/A
Q97UQ6	SSOL273057:G1FZF-3219-MONOMER
Q97UR0	SSOL273057:G1FZF-3208-MONOMER
Q97UR6	N/A
Q97UR7	SSOL273057:G1FZF-3198-MONOMER
Q97US0	N/A
Q97UU4	SSOL273057:G1FZF-3160-MONOMER
Q97UV0	SSOL273057:G1FZF-3150-MONOMER
Q97UV1	SSOL273057:G1FZF-3149-MONOMER
Q97UW2	SSOL273057:G1FZF-3134-MONOMER
Q97UW8	SSOL273057:G1FZF-3128-MONOMER
Q97UX1	SSOL273057:G1FZF-3125-MONOMER
Q97UX2	N/A
Q97UX8	SSOL273057:G1FZF-3118-MONOMER
Q97UY8	SSOL273057:G1FZF-3107-MONOMER
Q97V06	SSOL273057:G1FZF-3082-MONOMER
Q97V13	SSOL273057:G1FZF-3073-MONOMER
Q97V16	SSOL273057:G1FZF-3070-MONOMER
Q97V18	SSOL273057:G1FZF-3068-MONOMER
Q97V29	SSOL273057:G1FZF-3053-MONOMER
Q97V31	SSOL273057:G1FZF-3051-MONOMER
Q97V41	N/A
Q97V62	SSOL273057:G1FZF-3011-MONOMER
Q97V68	N/A
Q97V73	SSOL273057:G1FZF-2999-MONOMER
Q97V75	N/A
Q97V81	SSOL273057:G1FZF-2990-MONOMER
Q97V87	SSOL273057:G1FZF-2984-MONOMER
Q97V89	N/A
Q97V96	SSOL273057:G1FZF-2975-MONOMER
Q97V98	SSOL273057:G1FZF-2973-MONOMER
Q97V99	N/A
Q97VA3	SSOL273057:G1FZF-2966-MONOMER
Q97VC4	SSOL273057:G1FZF-2943-MONOMER
